Date,Open,High,Low,Close,Adj Close,Volume
03-01-2020,241,241,238,238.5,202.693283,9284478
06-01-2020,237.5,238.300003,235,235.100006,199.803711,7636617
07-01-2020,236.050003,237.899994,234.600006,235.350006,200.016205,8416741
08-01-2020,234,235.800003,233.25,234.199997,199.038864,7043211
09-01-2020,235.600006,236.600006,235.050003,235.800003,200.398651,9452653
10-01-2020,237.600006,238.75,236.800003,238,202.268326,9973746
13-01-2020,238.5,240.5,238.25,239.25,203.330673,12243639
14-01-2020,240.25,243.800003,238.300003,243.25,206.730133,11843444
15-01-2020,242.550003,243,241.100006,242.399994,206.007736,5476729
16-01-2020,242.5,243.899994,240.100006,240.75,204.605469,9369668
17-01-2020,240.75,242.100006,239.399994,239.949997,203.925583,7392403
20-01-2020,240.050003,243.25,240.050003,241.899994,205.582825,8020816
21-01-2020,241.449997,241.449997,238,238.449997,202.650772,9571070
22-01-2020,239.600006,239.600006,237.100006,238.050003,202.310837,7654918
23-01-2020,238.100006,238.75,236.899994,237.899994,202.18335,6120434
24-01-2020,237.399994,239.100006,237,238.149994,202.395828,6801874
27-01-2020,237,237.399994,234.300003,234.600006,199.378815,6837613
28-01-2020,234.75,235.899994,230.5,230.75,196.106812,14582907
29-01-2020,231.5,237.649994,231.149994,236.649994,201.121033,20469708
30-01-2020,236.949997,237,233,234.050003,198.911377,10394149
31-01-2020,235.75,238.399994,234.050003,235.149994,199.846207,18455880
03-02-2020,215,216.899994,205,207.600006,176.432373,79764370
04-02-2020,210.800003,217.600006,209.149994,215.649994,183.273804,35767812
05-02-2020,216.300003,217.5,211.5,216.449997,183.953705,21253607
06-02-2020,218,219.899994,211.800003,213.550003,181.489105,27388582
07-02-2020,213.800003,215.699997,212.75,213.399994,181.361618,17133407
10-02-2020,214,214.050003,210.050003,210.550003,178.939514,9617387
11-02-2020,216.5,216.949997,211.800003,212.600006,180.681732,29803784
12-02-2020,213.399994,214.800003,211.800003,213.050003,181.064178,9928416
13-02-2020,213.050003,213.449997,211.199997,211.899994,180.086807,9153131
14-02-2020,212.25,212.899994,206.800003,207.699997,176.51738,13731692
17-02-2020,208,208.649994,204,204.800003,174.052765,15561953
18-02-2020,204.550003,204.600006,200.5,203.850006,173.245392,20934864
19-02-2020,205.25,207.149994,203.850006,206.699997,175.667496,9054560
20-02-2020,207,208.550003,205.449997,207.449997,176.304901,15592846
24-02-2020,207,207.449997,201.800003,203,172.522995,16594046
25-02-2020,203.800003,205.399994,201.5,201.800003,171.503159,15313516
26-02-2020,200.649994,201.949997,196.300003,198.600006,168.783585,17869240
27-02-2020,198.399994,199.149994,195.899994,197.550003,167.89122,17271066
28-02-2020,195,199.899994,192.050003,197.550003,167.89122,32628444
02-03-2020,199.5,203.449997,193.649994,195.300003,165.979019,18560049
03-03-2020,197,197.449997,192.550003,193.850006,164.746735,17947416
04-03-2020,194.949997,195.550003,186.550003,187.5,159.350052,27664076
05-03-2020,187.550003,191.199997,186.550003,188.050003,159.81749,20025924
06-03-2020,184.850006,184.850006,179.75,181.75,154.463348,26764504
09-03-2020,179,179,174.5,177.199997,150.596451,21794299
