Date,Open Price,High,Low,Close Price,Total Traded Quantity,SMA,EWMA5,MiddleBand,UpperBand,LowerBand,RSI,MFI,ForceIndex,ATR,EMV
05-Dec-00,8.69,8.9,8.6,8.87,74876,,,,,,,,,,
06-Dec-00,8.98,9.02,8.8,8.95,61325,,,,,,,,4906.000000000005,0.2599999999999998,
07-Dec-00,8.92,9.08,8.92,8.94,25832,,,,,,80.00000000000036,,-258.3199999999945,0.1899999999999995,56.57195788725201
08-Dec-00,9.05,9.3,8.93,9.1,67535,,8.999692307692305,,,,97.29729729729736,,10805.60000000001,0.26500000000000057,59.37459037045896
11-Dec-00,9.22,9.82,9.22,9.82,131575,9.136,9.314597156398104,9.136,9.918892074298878,8.35310792570112,99.6923076923077,,94734.00000000009,0.4850000000000003,123.84495433582184
12-Dec-00,10.01,10.39,9.44,9.48,182867,9.258,9.375037593984963,9.258,10.023558619571356,8.492441380428643,54.27135678391963,,-62174.77999999998,0.7750000000000004,194.94466127492203
13-Dec-00,9.63,9.7,9.43,9.47,83943,9.362,9.408659543467705,9.362,10.056319811038113,8.667680188961887,52.85481239804248,,-839.4299999999821,0.6100000000000003,46.31369543054015
14-Dec-00,9.65,9.8,9.2,9.22,64643,9.418000000000001,9.343219666931008,9.418000000000001,9.973409758646715,8.862590241353287,22.92993630573251,,-16160.75,0.4350000000000005,-86.45387475314261
15-Dec-00,9.1,9.26,8.82,8.93,141730,9.384,9.201801157999062,9.384,10.04711386654179,8.72088613345821,9.911287855613324,,-41101.70000000013,0.5200000000000005,-101.56905180176113
18-Dec-00,9.27,9.27,8.86,9.17,34490,9.254,9.191013700990952,9.254,9.713260274789802,8.794739725210198,53.556221416180385,,8277.600000000008,0.4249999999999998,-56.54399307959325
19-Dec-00,9.24,9.24,8.93,9.01,43962,9.16,9.12997007407238,9.16,9.578568990729135,8.741431009270865,32.53808565679792,,-7033.920000000006,0.3600000000000003,21.910924046017463
20-Dec-00,9.0,9.15,8.95,9.08,23730,9.081999999999999,9.113184006674947,9.081999999999999,9.316691286587309,8.847308713412689,49.78246915341278,,1661.1000000000067,0.2550000000000008,-7.697718021154689
21-Dec-00,9.06,9.06,8.83,9.01,36725,9.04,9.078611697268384,9.04,9.220000000000022,8.859999999999976,32.94162065222521,,-2570.7500000000105,0.21500000000000075,-47.6287724075338
22-Dec-00,8.88,9.18,8.88,9.08,74732,9.069999999999999,9.079076055498854,9.069999999999999,9.201909059582755,8.938090940417242,60.002814919071106,55.92278974844175,5231.240000000022,0.2649999999999997,-15.818545357466583
26-Dec-00,9.05,9.05,8.71,8.82,69150,9.0,8.992519705208228,9.0,9.213072757526644,8.786927242473356,15.009047957696453,56.18569682971207,-17978.999999999985,0.3199999999999994,-19.815391235179256
27-Dec-00,8.85,9.06,8.85,9.0,21930,8.998,8.995016938690732,8.998,9.210790977252344,8.785209022747654,58.30238671811576,54.53894110748129,3947.3999999999937,0.27500000000000036,-0.966643026075154
28-Dec-00,9.13,9.13,8.97,8.99,17174,8.98,8.993342926739947,8.98,9.172353840616736,8.787646159383264,55.17931347899868,54.161006244924955,-171.73999999999634,0.1850000000000005,80.1626532137389
29-Dec-00,8.98,9.1,8.96,9.06,33291,8.99,9.015576995608864,8.99,9.194939015319212,8.785060984680788,74.38723406640432,52.54853730021806,2330.3700000000094,0.14999999999999947,40.047599708646864
01-Jan-01,9.7,9.7,9.1,9.15,33699,9.004000000000001,9.06040488528602,9.004000000000001,9.245909073827356,8.762090926172647,87.81497181041742,46.89096015530693,3032.9099999999953,0.3699999999999992,325.1812879005472
02-Jan-01,9.1,9.2,9.07,9.2,31552,9.080000000000002,9.106950587817423,9.080000000000002,9.264932420089092,8.895067579910911,92.30019192089956,30.170930443707846,1577.5999999999663,0.3649999999999993,274.79420981924454
03-Jan-01,9.14,9.45,9.13,9.4,98556,9.16,9.204653313218063,9.16,9.47336879231986,8.84663120768014,98.04808308799524,43.54609463433289,19711.200000000106,0.22499999999999876,-29.42905996154405
04-Jan-01,9.54,9.6,9.26,9.31,41479,9.224,9.239773569553206,9.224,9.491058046124824,8.956941953875177,58.64652317986554,51.13627530706677,-3733.109999999994,0.3299999999999992,82.54179136235179
05-Jan-01,9.27,9.34,9.2,9.26,34115,9.264,9.246516313846273,9.264,9.458216374180983,9.069783625819015,40.54344441341654,60.18337646665184,-1705.7500000000243,0.2400000000000002,24.548299087382162
08-Jan-01,9.43,9.45,9.13,9.33,27513,9.3,9.274345862394865,9.3,9.450332963783756,9.149667036216245,68.10796468019076,59.753914284395385,1925.9100000000078,0.22999999999999954,-21.199267963337938
