Symbol,Open Price,High,Low,Close Price,Total Traded Quantity,Total Traded Value,Date,Average Trading Price,SMA,EWMA5,MiddleBand,UpperBand,LowerBand,RSI,MFI,ForceIndex,ATR,EMV
HDFC,2426.0,2444.15,2399.0,2403.65,2280271,5502526882.0,13-Feb-20,2413.102162856959,2419.27,2415.492455587543,2419.27,2451.5554920978475,2386.9845079021525,22.053858742170746,61.57563481171017,-77415200.44999959,52.125,-16769.61995418681
HDFC,2402.0,2425.85,2389.4,2401.75,2611510,6277832031.0,14-Feb-20,2403.9088615398755,2418.4900000000002,2410.9116299800094,2418.4900000000002,2452.5598840620305,2384.42011593797,20.398545293907645,61.488359433836564,-4961869.0000002375,40.799999999999955,-45252.06485305078
HDFC,2401.75,2406.65,2345.15,2350.25,2398556,5672596635.0,17-Feb-20,2365.004875850303,2405.68,2390.6910658232823,2405.68,2476.2449913200603,2335.1150086799394,4.024238001097245,51.50607769630976,-123525634.0,48.97499999999991,-50407.44327989119
HDFC,2349.0,2349.0,2304.0,2318.8,2345063,5442220043.0,18-Feb-20,2320.71379020521,2382.4100000000003,2366.727360758172,2382.4100000000003,2477.0229325198216,2287.797067480179,2.0320239982325887,52.068998878391966,-73752231.34999958,53.25,-88069.57463131324
HDFC,2343.0,2385.0,2330.05,2377.25,2088724,4924315570.0,19-Feb-20,2357.571210940268,2370.34,2370.234908778014,2370.34,2442.4778680028758,2298.2021319971245,65.50569368935581,58.263842192199064,122085917.79999962,49.97499999999991,-6587.274456529201
HDFC,2364.0,2377.5,2349.05,2369.5,3351611,7928804253.0,20-Feb-20,2365.6695997835072,2363.51,2369.9899391105714,2363.51,2425.6531975360163,2301.366802463984,55.90113753726647,58.7364775714525,-25974985.25,41.69999999999982,43250.60374684383
HDFC,2355.0,2365.2,2280.1,2292.3,4238039,9796556094.0,24-Feb-20,2311.577617383889,2341.62,2344.093287470804,2341.62,2412.8554055228183,2270.3845944771815,14.25655685013868,59.989444946489385,-327176610.79999924,56.774999999999864,-38347.15389150114
HDFC,2309.0,2320.75,2285.0,2302.6,3292922,7591505237.0,25-Feb-20,2305.400867982904,2332.09,2330.2621897709228,2332.09,2409.99033376052,2254.18966623948,28.474824908832446,51.91131251612673,33917096.5999991,60.424999999999955,-51522.066947981184
HDFC,2278.0,2309.5,2253.55,2281.45,6163133,14077071477.0,26-Feb-20,2284.077185580775,2324.62,2313.991458375794,2324.62,2415.048109567769,2234.1918904322306,16.939189084377418,40.96553306013319,-130350262.95000055,45.84999999999991,-20425.43399711603
HDFC,2279.8,2289.6,2244.55,2272.2,3261885,7406620648.0,27-Feb-20,2270.656582926744,2303.6099999999997,2300.0609714106354,2303.6099999999997,2380.7338095532155,2226.486190446784,12.50717555643854,32.83167796215314,-30172436.25,50.49999999999977,-19669.42286341486
HDFC,2228.55,2228.55,2162.3,2175.75,7715143,16911538107.0,28-Feb-20,2191.992825926882,2264.8599999999997,2258.6239792748825,2264.8599999999997,2367.0703566181082,2162.649643381891,1.9372021345819803,24.620430127288657,-744125542.3499986,55.649999999999864,-40741.42967606723
HDFC,2215.0,2248.35,2153.8,2179.65,3957634,8739351976.0,02-Mar-20,2208.226424171614,2242.33,2232.299318811183,2242.33,2362.3997422334246,2122.2602577665753,8.210555642516752,31.394038207832196,15434772.60000036,80.39999999999986,-24013.882043861955
HDFC,2201.7,2226.9,2173.3,2191.4,4229070,9287853685.0,03-Mar-20,2196.1929419470475,2220.09,2218.666212297244,2220.09,2324.5172330381365,2115.662766961864,33.74886141823036,34.303674532964465,49691572.5,74.07499999999982,6131.210255345274
HDFC,2207.0,2216.6,2180.2,2206.05,4460096,9813578242.0,04-Mar-20,2200.3065050617743,2205.0099999999998,2214.4608081480783,2205.0099999999998,2283.7506311887414,2126.269368811258,60.88589944941349,34.07729297187437,65340406.40000041,45.0,-1311.5733806913158
HDFC,2206.0,2232.2,2183.0,2195.05,3916762,8640675109.0,05-Mar-20,2206.0761182323563,2189.5800000000004,2207.990538714014,2189.5800000000004,2213.9596636564506,2165.20033634355,37.69763455162482,40.25742355623898,-43084382.0,42.799999999999955,5084.535292562615
HDFC,2145.0,2145.0,2092.8,2109.45,5414446,11440293043.0,06-Mar-20,2112.920332569574,2176.32,2175.1436923021474,2176.32,2253.4223864741025,2099.217613525898,5.44183328416328,38.62534172120586,-463476577.600002,50.69999999999982,-36979.04068273537
HDFC,2067.3,2067.3,1981.2,2027.9,5051322,10239209033.0,09-Mar-20,2027.0355033791157,2145.9700000000003,2126.06246136157,2145.9700000000003,2298.798573899001,1993.1414261009995,2.0688832297962847,37.294620079757195,-411935309.0999986,69.14999999999998,-123422.94836121841
HDFC,1970.0,2073.85,1970.0,2036.25,6997019,14267473437.0,11-Mar-20,2039.0788472919685,2114.94,2096.124974170619,2114.94,2283.8093637105403,1946.0706362894596,13.099041635898914,45.04876434972226,58425108.649999365,94.97500000000002,-82391.05189853921
HDFC,1990.0,1990.0,1861.1,1875.7,8837533,16981957677.0,12-Mar-20,1921.5721940727124,2048.87,2022.64998266518,2048.87,2284.720340258401,1813.0196597415986,2.45702263565893,38.300097661450714,-1418865923.1499996,116.375,-72009.35324460683
HDFC,1780.05,2123.7,1688.15,2066.8,14173637,27887643750.0,13-Mar-20,1967.5714673657865,2023.22,2037.3666551255074,2023.22,2200.106016971393,1846.333983028607,66.75469250254378,45.391872358692034,2708582030.7000017,282.2249999999999,-100437.37315229213
HDFC,1964.0,1979.5,1825.0,1841.75,10672843,20258137719.0,16-Mar-20,1898.101351158262,1969.6800000000003,1972.1611033715544,1969.6800000000003,2175.7182318891446,1763.6417681108562,26.1520869451558,42.83970075716395,-2401923317.150002,295.02499999999986,-32813.37016572919
HDFC,1858.05,1869.9,1740.0,1755.8,6682574,12064165340.0,17-Mar-20,1805.3171337870704,1915.2600000000002,1900.0407355475227,1915.2600000000002,2179.8335379814193,1650.686462018581,17.85626285838761,41.84045210766211,-574367235.3000003,142.20000000000005,-97228.83791339074
HDFC,1771.0,1784.7,1602.4,1622.55,9070671,15347878606.0,18-Mar-20,1692.0334345717092,1832.52,1807.5438236696937,1832.52,2159.338272133011,1505.7017278669894,9.002091342908926,41.5993300667574,-1208666910.75,156.10000000000002,-206513.29375660128
HDFC,1502.1,1703.95,1490.1,1617.6,11254232,17804402635.0,19-Mar-20,1582.01844737162,1780.9,1744.2292157667196,1780.9,2152.1319423217883,1409.668057678212,8.682233646015248,39.373688497910095,-55708448.40000051,198.07500000000005,-203651.57135477886
HDFC,1624.0,1776.9,1535.2,1753.95,11377225,18966004675.0,20-Mar-20,1667.0149948691355,1718.33,1747.4694771782592,1718.33,1911.269428318859,1525.390571681141,69.12292776584866,48.45938731867934,1551284628.7500017,227.7750000000001,-29010.21780111154
HDFC,1578.6,1673.25,1500.0,1520.7,9474584,15045929137.0,23-Mar-20,1588.0305812899014,1654.1200000000001,1671.8796514452345,1654.1200000000001,1855.2073516659095,1453.0326483340907,21.174179996048622,42.84126810839323,-2209946718.0,207.47500000000002,-777.5217059356
HDFC,1554.0,1649.7,1473.45,1505.1,8900025,13843781637.0,24-Mar-20,1555.476713492378,1603.98,1616.2864342934208,1603.98,1803.3142996074932,1404.6457003925068,19.37630668225711,37.56035528383926,-138840390.00000122,174.75,-88278.10794918283
HDFC,1476.0,1655.6,1476.0,1646.05,10417560,16388732588.0,25-Mar-20,1573.1834122385665,1608.68,1626.2076228626854,1608.68,1811.2849184990578,1406.0750815009424,68.18755931503537,39.49404019333739,1468355082.0000005,177.92499999999995,-21161.676572764914
HDFC,1689.5,1843.45,1671.2,1733.25,12104359,21184811466.0,26-Mar-20,1750.180366097866,1631.81,1661.8884152427609,1631.81,1863.7838929276513,1399.8361070723486,81.81208837725526,42.77567942878215,1055500104.8000005,175.92499999999995,139915.94626434502
HDFC,1785.2,1849.65,1710.05,1754.0,9048464,16097031294.0,27-Mar-20,1778.9794261213838,1631.8200000000002,1692.5922768290638,1631.8200000000002,1863.820221982673,1399.8197780173273,84.89155728614327,48.74192560725956,187755628.0,155.92500000000007,153649.79261814698
HDFC,1667.3,1699.0,1548.0,1558.75,8670691,14029421577.0,30-Mar-20,1618.0280876114718,1639.4299999999998,1647.9781845521702,1639.4299999999998,1855.1291260993175,1423.7308739006821,20.278092661911913,47.99741008453563,-1692952417.75,145.30000000000007,-118765.86495945876
HDFC,1625.0,1666.55,1582.0,1633.1,10444821,16946278907.0,31-Mar-20,1622.4575707903466,1665.03,1643.018789701407,1665.03,1823.9162265900002,1506.1437734099998,49.53245487566488,48.601530514290744,776572441.3499991,117.77499999999998,-135828.00879184649
HDFC,1645.5,1693.6,1575.9,1583.5,6752017,10858669940.0,01-Apr-20,1608.2112856054716,1652.52,1623.1791931341647,1652.52,1827.8745921839777,1477.1654078160223,33.25212859831878,49.824443026722456,-334900043.1999994,101.12499999999989,9443.59817837733
HDFC,1575.5,1578.8,1482.25,1499.55,10149442,15352154499.0,03-Apr-20,1512.6106931789946,1605.78,1581.9694620892956,1605.78,1797.3748407447597,1414.1851592552403,15.739846124321005,40.17264591930395,-852045655.9000005,107.12499999999989,-40443.85829964589
HDFC,1574.7,1577.5,1517.6,1555.15,12307166,18977864316.0,07-Apr-20,1542.01741619476,1566.0099999999998,1573.0296413928422,1566.0099999999998,1662.9354713685234,1469.0845286314761,50.36517392442934,48.908460025205756,684278429.6000017,78.22500000000002,-45430.6737791853
HDFC,1543.4,1692.0,1535.0,1558.8,8974987,14403795607.0,08-Apr-20,1604.882057990725,1566.02,1568.2864275952204,1566.02,1662.9417364681963,1469.0982635318037,52.90605748609856,54.747569297021904,32758702.549998775,108.45000000000005,61826.47497384908
HDFC,1587.7,1714.65,1587.5,1703.1,8572034,14312462272.0,09-Apr-20,1669.669330756271,1580.02,1613.224285063528,1580.02,1730.701860222159,1429.338139777841,90.6701040047471,61.322904058704815,1236944506.1999996,142.07500000000005,85551.09269547855
HDFC,1725.0,1763.75,1646.55,1655.2,7287804,12245737787.0,13-Apr-20,1680.3055882128554,1594.3600000000001,1627.216190042362,1594.3600000000001,1759.637847880501,1429.0821521194991,59.169894250814544,68.55717989028392,-349085811.599999,122.17500000000007,71348.51562614649
HDFC,1708.5,1710.0,1584.9,1596.3,8512332,13986053408.0,15-Apr-20,1643.0342951849152,1613.71,1616.9107933615699,1613.71,1742.004512743179,1485.415487256821,31.907909842354485,61.26992902356365,-501376354.8000008,121.14999999999998,1081.8949460398726
HDFC,1590.0,1663.7,1575.0,1625.75,7892749,12815967216.0,16-Apr-20,1623.7647004864846,1627.83,1619.8571955743807,1627.83,1738.1853261062172,1517.4746738937827,53.38523428574717,61.857147910044425,232441458.05000037,106.89999999999998,-58188.51749936754
HDFC,1690.0,1738.0,1652.4,1680.6,8954559,15120478543.0,17-Apr-20,1688.578805835106,1652.19,1640.1047970495915,1652.19,1737.2240049627749,1567.1559950372252,78.56704334011349,68.5600453197213,491157561.1499992,87.14999999999998,20464.315952590812
HDFC,1709.8,1738.0,1673.4,1727.7,7372380,12605653593.0,20-Apr-20,1709.848596111432,1657.11,1669.3031980330652,1657.11,1758.202442843217,1556.0175571567827,88.88196246847671,67.96380111851389,347239098.000001,75.09999999999991,40854.213342906165
HDFC,1670.0,1694.8,1651.1,1669.7,6604554,11069479448.0,21-Apr-20,1676.0373899585045,1660.0099999999998,1669.4354653553767,1660.0099999999998,1761.6588662012964,1558.3611337987031,40.67303832636372,60.77491014148118,-383064132.0,54.14999999999998,-6234.4805286999435
HDFC,1669.7,1679.0,1626.15,1664.15,5301750,8797052694.0,22-Apr-20,1659.2733897298062,1673.58,1667.673643570251,1673.58,1746.859894923566,1600.300105076434,36.848104371721945,54.70518050857708,-29424712.499999758,48.27499999999998,-20990.0731478878
HDFC,1674.9,1687.0,1651.6,1663.45,4419421,7366264030.0,23-Apr-20,1666.7939148589826,1681.1200000000001,1666.2657623801674,1681.1200000000001,1734.9771536567685,1627.2628463432318,35.99424673594078,60.617071218022474,-3093594.700000201,44.125,-3456.8689436867335
HDFC,1603.0,1624.95,1569.1,1580.3,7166440,11464230351.0,24-Apr-20,1599.710644476197,1661.0600000000002,1637.610508253444,1661.0600000000002,1766.1931393995687,1555.9268606004316,5.533242370692832,53.03209587426177,-595889486.0000006,45.625000000000114,-21464.48318584838
HDFC,1618.1,1652.15,1585.35,1591.45,5719079,9269017194.0,27-Apr-20,1620.7185097460622,1633.81,1622.2236721689626,1633.81,1721.8146987382468,1545.8053012617531,23.00761236000804,58.725694817300905,63767730.85000052,61.32500000000016,-15475.308717866166
HDFC,1615.8,1725.0,1612.65,1715.8,7691600,12859811307.0,28-Apr-20,1671.9292874044413,1643.03,1653.4157814459757,1643.03,1755.9638434660283,1530.0961565339717,84.97986468893274,66.94959294432611,956450459.9999993,89.57500000000005,49259.505045757054
HDFC,1734.0,1845.0,1726.0,1836.75,11881509,21426401018.0,29-Apr-20,1803.3400486419696,1677.55,1714.527187630651,1677.55,1887.0190549938313,1468.0809450061686,94.14604956403251,67.38524420620794,1437068513.5500004,115.67499999999995,95000.17494474101
HDFC,1857.0,1927.0,1855.5,1916.0,8237079,15607316366.0,30-Apr-20,1894.7634672436675,1728.06,1781.684791753768,1728.06,2024.337871262786,1431.782128737214,96.7473000160906,67.62753745835431,652788510.75,95.25,104325.17256975103
HDFC,1856.0,1856.0,1708.3,1724.35,6040202,10608844800.0,04-May-20,1756.372518667422,1756.8700000000001,1762.573194502512,1756.8700000000001,2005.4886698540708,1508.2513301459294,30.721431423404198,60.87546073254775,-1157604713.3000007,109.60000000000002,-87493.27528026569
HDFC,1745.0,1769.5,1678.0,1689.9,7807204,13453332183.0,05-May-20,1723.1946524005266,1776.56,1738.3487963350083,1776.56,1968.898157940662,1584.2218420593379,24.668917912141467,53.52747981732585,-268958177.7999986,119.60000000000002,-167612.39698876388
HDFC,1709.0,1777.55,1680.0,1732.15,8781437,15244720856.0,06-May-20,1736.0166514888167,1779.83,1736.2825308900053,1779.83,1967.502515302606,1592.1574846973938,49.21176431393836,61.685600191914496,371015713.25,94.52499999999998,-31431.18796123299
HDFC,1730.0,1745.95,1697.65,1703.9,3349484,5748291661.0,07-May-20,1716.1723002707283,1753.2600000000002,1725.4883539266702,1753.2600000000002,1938.2373688860546,1568.2826311139459,34.277553552215494,64.23585828768708,-94622923.0,72.92499999999995,-2237.970004180168
HDFC,1737.0,1742.0,1685.0,1689.7,4420831,7541626740.0,08-May-20,1705.9296634501522,1708.0,1713.5589026177802,1708.0,1747.1133608886817,1668.8866391113183,26.264721661461692,57.94140253292681,-62775800.200000204,52.64999999999998,-10379.824843177532
HDFC,1712.5,1722.0,1652.1,1658.45,4677500,7869617984.0,11-May-20,1682.4410441475147,1694.8200000000002,1695.1892684118534,1694.8200000000002,1748.1976451335997,1641.4423548664006,12.945381055325868,51.70867539873927,-146171875.0,63.450000000000045,-25114.085622741623
HDFC,1630.0,1682.8,1587.1,1674.1,7019332,11417987223.0,12-May-20,1626.648692924056,1691.6600000000003,1688.159512274569,1691.6600000000003,1748.2670401982703,1635.0529598017304,42.26880974824508,51.53730622819821,109852545.79999904,82.80000000000007,-55279.26808905756
HDFC,1747.0,1749.5,1698.0,1712.75,5734243,9869849433.0,13-May-20,1721.2122738781736,1687.78,1696.3563415163792,1687.78,1731.7621895772436,1643.7978104227564,78.32709936464673,57.361846028043054,221628491.95000052,73.60000000000002,4360.244843899847
HDFC,1685.0,1693.0,1628.1,1632.4,5424770,8986603024.0,14-May-20,1656.5869196297724,1673.48,1675.0375610109195,1673.48,1734.4642028726198,1612.4957971273802,21.776070760036603,52.23058129861684,-435880269.4999995,58.200000000000045,2071.126164169713
HDFC,1649.0,1657.75,1609.0,1633.8,5610025,9163464258.0,15-May-20,1633.4088097646625,1662.3,1661.2917073406131,1662.3,1728.6741289962365,1595.9258710037634,23.695839146239194,52.966165140104366,7854034.999999234,56.825000000000045,-49612.37200289281
HDFC,1633.5,1637.65,1506.4,1512.05,8460262,13138490500.0,18-May-20,1552.9649672787912,1633.02,1611.5444715604087,1633.02,1783.616059045413,1482.423940954587,4.497603612229042,46.04505172739767,-1030036898.5,90.0,-59395.55376559184
HDFC,1570.0,1591.75,1512.0,1539.85,9261076,14390950084.0,19-May-20,1553.9177179843898,1606.17,1587.6463143736057,1606.17,1767.6247707564257,1444.7152292435744,30.28993203999545,37.77916748084578,257457912.79999956,105.5,-56264.18208387993
HDFC,1550.0,1640.0,1545.0,1627.0,6847043,10872414709.0,20-May-20,1587.8992886418268,1589.02,1600.7642095824037,1589.02,1705.9457157344366,1472.0942842655634,74.11703999236923,33.56291312750045,596719797.4500006,87.375,19506.89113030296
HDFC,1632.9,1651.8,1590.0,1597.3,7056092,11450632312.0,21-May-20,1622.8008807141402,1582.0,1599.6094730549357,1582.0,1689.7587815447557,1474.2412184552443,51.88396551024377,31.67058320994235,-209565932.40000033,78.39999999999998,40619.699020893495
HDFC,1582.0,1596.7,1501.5,1516.15,12034389,18415563255.0,22-May-20,1530.244971722287,1558.47,1571.7896487032904,1558.47,1660.923077064629,1456.016922935371,19.658648894699255,30.090516554347005,-976590667.3499984,78.5,-15962.368755280615
HDFC,1516.0,1568.15,1486.0,1502.15,12752510,19296553195.0,26-May-20,1513.1572682554258,1556.4900000000002,1548.57643246886,1556.4900000000002,1663.7008063583653,1449.2791936416352,16.189210316308504,28.987128837531515,-178535140.0,88.67500000000007,-35493.38976224006
HDFC,1513.0,1578.0,1490.0,1570.4,12428432,19074883799.0,27-May-20,1534.7779831759951,1562.6,1555.85095497924,1562.6,1668.543829456985,1456.656170543015,69.19536143216784,30.692434220017304,848240484.0,85.07500000000005,-4642.4716374987565
HDFC,1580.0,1643.8,1577.0,1623.7,10262028,16630724097.0,28-May-20,1620.6079438684048,1561.94,1578.4673033194933,1561.94,1665.9004107341382,1457.979589265862,84.50336031670047,38.117676853215045,546966092.3999995,77.39999999999998,27317.67682266386
HDFC,1615.9,1676.35,1590.9,1658.9,13809103,22634377817.0,29-May-20,1639.0910993277405,1574.26,1605.2782022129957,1574.26,1709.1665120741416,1439.3534879258584,90.64420788932776,46.851488215718405,486080425.6000006,76.12499999999989,32051.793789377916
HDFC,1706.6,1764.85,1701.3,1737.7,8056778,13998949950.0,01-Jun-20,1737.5370092113749,1618.5700000000002,1649.4188014753306,1618.5700000000002,1796.6675799948152,1440.472420005185,96.62757987750834,52.411844036117,634874106.3999996,74.49999999999989,46407.682704661886
HDFC,1737.7,1822.35,1732.15,1813.55,8319067,14822382978.0,02-Jun-20,1781.7362184966175,1680.85,1704.1292009835536,1680.85,1872.6528675489712,1489.0471324510286,98.48851003190794,58.88754992313559,631001231.9499992,76.87499999999989,63170.437928405096
HDFC,1835.2,1859.45,1823.1,1835.65,9490542,17414908522.0,03-Jun-20,1834.9751280801452,1733.9,1747.9694673223692,1733.9,1919.5897008452732,1548.210299154727,98.85627906381555,60.36985399241322,209740978.2000013,63.27499999999998,36209.70930333254
HDFC,1815.0,1828.4,1759.0,1764.3,7617538,13562275960.0,04-Jun-20,1780.4014840490458,1762.02,1753.4129782149128,1762.02,1900.9700377833933,1623.0699622166067,38.4491427284149,59.07077376786755,-543511336.300001,52.875000000000114,-9410.532631451955
HDFC,1775.0,1788.95,1740.6,1766.6,6691738,11810902054.0,05-Jun-20,1764.9976813198605,1783.56,1757.8086521432751,1783.56,1863.4004471430733,1703.7195528569266,40.78206930179675,58.352512880405776,15390997.399999695,58.875000000000114,-32121.36324621057
HDFC,1801.0,1818.9,1748.35,1760.8,6209421,11050687673.0,08-Jun-20,1779.6647502238936,1788.1799999999998,1758.805768095517,1788.1799999999998,1856.6099130498187,1719.750086950181,34.23727111901066,64.03164720794959,-36014641.79999972,59.45000000000016,258.8360153890153
HDFC,1763.2,1826.75,1746.0,1772.1,9065372,16163605937.0,09-Jun-20,1783.0052574786782,1779.8899999999999,1763.2371787303446,1779.8899999999999,1842.7705375295566,1717.0094624704432,59.53877994355577,70.91941926992104,102438703.59999959,75.65000000000009,11933.250483081953
