SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES
HDFC,EQ,2467,2485,2436.6,2476.45,2485,2455.15,2085391,5130918234,28-Dec-20,67694
HDFC,EQ,2480,2530,2480,2518.95,2511,2476.45,4490464,11288129537,29-Dec-20,162376
HDFC,EQ,2518.95,2525,2483,2518.05,2521.7,2518.95,2902423,7264128977,30-Dec-20,105288
HDFC,EQ,2518.7,2575,2504.4,2558.65,2549.95,2518.05,4956399,12672322865,31-Dec-20,147144
HDFC,EQ,2549,2593.3,2541.15,2568.75,2565,2558.65,2054108,5289219587,01-Jan-21,77982
HDFC,EQ,2576.9,2592.35,2533.15,2578.5,2579,2568.75,2795972,7181188494,04-Jan-21,99023
HDFC,EQ,2589,2659.45,2572.4,2651.85,2654.95,2578.5,5870743,15448439206,05-Jan-21,191487
HDFC,EQ,2664.7,2665,2619,2638.85,2631,2651.85,3401085,8987385763,06-Jan-21,126726
HDFC,EQ,2670,2709.35,2647.4,2661.35,2653.45,2638.85,4106042,11007581807,07-Jan-21,183933
HDFC,EQ,2668,2674.4,2631,2657.5,2657.65,2661.35,4497042,11903528947,08-Jan-21,129843
HDFC,EQ,2680,2762,2666.75,2751.2,2747.1,2657.5,5939812,16152540359,11-Jan-21,146148
HDFC,EQ,2738,2760,2719,2747.55,2750,2751.2,3412213,9337751783,12-Jan-21,143428
HDFC,EQ,2760.45,2777.15,2651.1,2670.9,2672,2747.55,5582165,15055421129,13-Jan-21,220680
HDFC,EQ,2670,2699,2647.15,2684.05,2681.1,2670.9,4253567,11365263176,14-Jan-21,161894
HDFC,EQ,2661,2688.45,2615.6,2632.75,2635,2684.05,2582955,6833403182,15-Jan-21,119439
HDFC,EQ,2645.95,2647.4,2550,2566.5,2569.4,2632.75,5154593,13299213123,18-Jan-21,194019
HDFC,EQ,2585,2680.8,2575,2656.95,2651.05,2566.5,3569359,9388838395,19-Jan-21,137748
HDFC,EQ,2666,2711.9,2622.6,2688.15,2673,2656.95,5771114,15384974616,20-Jan-21,186407
HDFC,EQ,2687.95,2698,2641.25,2663,2671,2688.15,3200138,8541606461,21-Jan-21,144444
HDFC,EQ,2669,2678.75,2583.05,2589.45,2589.95,2663,5013872,13154429479,22-Jan-21,182520
HDFC,EQ,2630.45,2670,2543,2551.4,2560,2589.45,7761405,20268543191,25-Jan-21,242397
HDFC,EQ,2546.3,2546.3,2458.25,2467,2470,2551.4,4858346,12121360028,27-Jan-21,224331
HDFC,EQ,2430.1,2454,2395.25,2425.75,2431.5,2467,5282970,12807903788,28-Jan-21,206977
HDFC,EQ,2450,2460,2364.6,2377.8,2378,2425.75,7347695,17731030596,29-Jan-21,217055
HDFC,EQ,2402.7,2602.1,2391.85,2579.25,2580,2377.8,7106502,17747779822,01-Feb-21,313341
HDFC,EQ,2625,2762.95,2612,2659,2658.7,2579.25,9253486,25006997372,02-Feb-21,341033
HDFC,EQ,2695,2734.5,2618,2703.55,2702.95,2659,4782433,12853319780,03-Feb-21,200284
HDFC,EQ,2740.4,2742,2659,2707.75,2707,2703.55,4108174,11078934149,04-Feb-21,166227
HDFC,EQ,2724.5,2767.8,2696.2,2721.5,2721,2707.75,4575345,12493933544,05-Feb-21,185133
HDFC,EQ,2765,2765,2711.1,2733.35,2735.1,2721.5,3807824,10411332364,08-Feb-21,164151
HDFC,EQ,2760,2784,2710.45,2747.05,2745,2733.35,5586584,15344641030,09-Feb-21,156091
HDFC,EQ,2745.95,2780,2739.2,2767.1,2777.2,2747.05,5602915,15487593018,10-Feb-21,166441
HDFC,EQ,2744.1,2767.6,2737.45,2760.6,2753.4,2767.1,1935639,5326968204,11-Feb-21,111377
HDFC,EQ,2746,2809,2735.6,2791.5,2789,2760.6,2921180,8125663979,12-Feb-21,116778
HDFC,EQ,2819,2868,2805,2860.45,2861.55,2791.5,2847445,8108348529,15-Feb-21,119073
HDFC,EQ,2871,2896,2838,2858.65,2853.85,2860.45,2295100,6582170859,16-Feb-21,103353
HDFC,EQ,2850.25,2856.6,2787.85,2805.35,2797.55,2858.65,2874649,8089368102,17-Feb-21,105039
HDFC,EQ,2800,2806,2730.1,2745.15,2750,2805.35,2937262,8101051922,18-Feb-21,131354
HDFC,EQ,2725,2765,2714.15,2741.3,2740,2745.15,2275146,6234329819,19-Feb-21,118178
HDFC,EQ,2741.3,2741.3,2638.15,2651.95,2655,2741.3,4090709,10942024844,22-Feb-21,155641
HDFC,EQ,2670.35,2677.9,2621,2628.6,2629,2651.95,3022925,7981842805,23-Feb-21,134497
HDFC,EQ,2610.1,2723,2610.1,2707.75,2709,2628.6,2950645,7835183617,24-Feb-21,102500
HDFC,EQ,2718.5,2739,2677,2684.7,2687,2707.75,4758112,12859239613,25-Feb-21,144627
HDFC,EQ,2631.05,2631.05,2520,2539.4,2539.9,2684.7,8771431,22466145912,26-Feb-21,288790
HDFC,EQ,2556,2614.6,2548.6,2606,2610,2539.4,3595993,9308531411,01-Mar-21,134145
HDFC,EQ,2615,2615,2541.4,2564,2575,2606,4086134,10489679518,02-Mar-21,162290
HDFC,EQ,2608.9,2664.15,2592.15,2654.9,2654.85,2564,5640063,14814933877,03-Mar-21,133676
HDFC,EQ,2610,2610,2568,2582.95,2584.9,2654.9,5315682,13737220189,04-Mar-21,235030
HDFC,EQ,2573.6,2579.9,2523.5,2543.9,2546.9,2582.95,4254126,10853977689,05-Mar-21,171484
HDFC,EQ,2555.05,2560,2505.4,2510.25,2512,2543.9,2179821,5505333730,08-Mar-21,114119
HDFC,EQ,2513.1,2584.4,2513.1,2577.3,2578,2510.25,2877662,7364925571,09-Mar-21,122151
HDFC,EQ,2590.4,2609.4,2580.6,2599.8,2600,2577.3,2569360,6671472758,10-Mar-21,102150
HDFC,EQ,2662,2667.95,2556.35,2568,2568,2599.8,3487185,9093216420,12-Mar-21,135588
HDFC,EQ,2565,2568,2496.05,2535.5,2532.9,2568,2905477,7325465979,15-Mar-21,143612
HDFC,EQ,2556.5,2562.65,2503,2510.4,2517.5,2535.5,2446483,6188680433,16-Mar-21,140833
HDFC,EQ,2509.1,2542,2502.75,2515.55,2510,2510.4,3362442,8476407085,17-Mar-21,109845
HDFC,EQ,2549,2561.45,2501,2514.6,2507.8,2515.55,3460891,8752416460,18-Mar-21,147535
HDFC,EQ,2486,2567,2481.7,2531.65,2525.4,2514.6,5277763,13320434189,19-Mar-21,122261
HDFC,EQ,2530.1,2547.35,2485,2531.85,2536.2,2531.65,3367784,8474065237,22-Mar-21,118982
HDFC,EQ,2531,2541.35,2492.1,2509.9,2512.3,2531.85,3980896,10003415249,23-Mar-21,170520
HDFC,EQ,2484.85,2503.5,2446.7,2465.75,2465,2509.9,3165420,7819375117,24-Mar-21,146395
HDFC,EQ,2488,2491.6,2431.1,2470.75,2478,2465.75,4759214,11689682430,25-Mar-21,196107
HDFC,EQ,2506.75,2548,2491.2,2532.75,2529,2470.75,3272534,8260785946,26-Mar-21,144477
HDFC,EQ,2569.3,2617,2555.25,2605.65,2609.95,2532.75,4349089,11274543313,30-Mar-21,150693
HDFC,EQ,2599.6,2599.6,2490,2498.1,2504.05,2605.65,5492619,13813380402,31-Mar-21,236093
HDFC,EQ,2524,2536.95,2480,2531.45,2530,2498.1,2621437,6588954277,01-Apr-21,103602
HDFC,EQ,2530,2531,2413,2445.85,2448,2531.45,3353567,8210377357,05-Apr-21,211024
HDFC,EQ,2470.3,2486.85,2435.35,2472.3,2478.15,2445.85,2882606,7114455771,06-Apr-21,128916
HDFC,EQ,2489,2507.8,2457,2482.7,2478.8,2472.3,3511527,8726504187,07-Apr-21,134963
HDFC,EQ,2495,2530.9,2485.75,2502.55,2502.45,2482.7,2510746,6312048417,08-Apr-21,101341
HDFC,EQ,2522,2556,2492.3,2513.9,2515.7,2502.55,3234017,8141860941,09-Apr-21,97618
HDFC,EQ,2450,2454.45,2405,2419.85,2426,2513.9,3772771,9149810744,12-Apr-21,216533
HDFC,EQ,2422.4,2523.1,2412.25,2512.95,2522,2419.85,3832030,9459725070,13-Apr-21,196531
HDFC,EQ,2540,2555,2493,2547.15,2543.95,2512.95,4201633,10618500100,15-Apr-21,147895
HDFC,EQ,2550,2589.8,2546.85,2574.05,2569,2547.15,3133311,8060093450,16-Apr-21,126445
HDFC,EQ,2474,2510,2452,2492.35,2501.05,2574.05,3550890,8821342904,19-Apr-21,150346
HDFC,EQ,2542.15,2544,2406.2,2415.9,2409,2492.35,7365765,18080588517,20-Apr-21,193822
HDFC,EQ,2400,2485,2373,2479.7,2478.05,2415.9,4514740,11004497066,22-Apr-21,234101
HDFC,EQ,2455.05,2504.15,2437.5,2497.35,2491,2479.7,3143779,7795464528,23-Apr-21,133007
HDFC,EQ,2500,2534.1,2483.2,2509.8,2502,2497.35,3916088,9821804816,26-Apr-21,121028
HDFC,EQ,2494.15,2526.8,2486.25,2518.4,2514,2509.8,2040799,5120729690,27-Apr-21,102250
HDFC,EQ,2516.1,2609,2508.3,2577,2575,2518.4,3407461,8771527416,28-Apr-21,117425
HDFC,EQ,2590.9,2628,2533,2538.85,2539.7,2577,3005468,7722995108,29-Apr-21,132826
HDFC,EQ,2503.1,2525,2411.1,2420.1,2433.25,2538.85,6024595,14735807391,30-Apr-21,224454
HDFC,EQ,2365,2432.95,2365,2418.5,2423.8,2420.1,2984938,7168042528,03-May-21,144750
HDFC,EQ,2420,2435,2373.6,2377.2,2377,2418.5,3135834,7529786776,04-May-21,161798
HDFC,EQ,2392,2403,2354,2377.6,2384.25,2377.2,3458463,8220152460,05-May-21,126211
HDFC,EQ,2397.3,2435,2382,2430.1,2428,2377.6,2401866,5804094933,06-May-21,97225
HDFC,EQ,2454.7,2507.3,2438.4,2496.75,2491.35,2430.1,4829852,11935242399,07-May-21,183239
HDFC,EQ,2515.1,2563.7,2515.1,2531.35,2529,2496.75,4289915,10902145862,10-May-21,154774
HDFC,EQ,2489.35,2502,2447.6,2464.2,2460,2531.35,3728419,9204828668,11-May-21,279026
HDFC,EQ,2448,2448,2407.5,2438.7,2441,2464.2,3168128,7686518857,12-May-21,210388
HDFC,EQ,2438.7,2443.95,2402.1,2422,2422.7,2438.7,2254726,5457669635,14-May-21,105488
HDFC,EQ,2454,2495,2435.5,2486.45,2490,2422,4452603,10965779087,17-May-21,181610
HDFC,EQ,2508,2527,2486.95,2502.85,2499.95,2486.45,2844233,7123526607,18-May-21,141868
HDFC,EQ,2498,2517,2453.75,2459.85,2461.15,2502.85,2031903,5041593870,19-May-21,106073
HDFC,EQ,2467,2488,2440.1,2445,2448.4,2459.85,2551577,6282745613,20-May-21,124959
HDFC,EQ,2472,2525.95,2457.15,2518.05,2522.45,2445,2711607,6778506596,21-May-21,145698
HDFC,EQ,2515,2558.8,2515,2540.9,2531.7,2518.05,2655396,6758373621,24-May-21,132449
HDFC,EQ,2562,2570.4,2523.5,2530.5,2530,2540.9,2641950,6730908331,25-May-21,120573
HDFC,EQ,2547,2575,2530.5,2567.55,2574,2530.5,1839397,4698340429,26-May-21,81682
HDFC,EQ,2580.35,2580.35,2488.05,2508.85,2494.95,2567.55,14119786,35523087530,27-May-21,201009
HDFC,EQ,2514.65,2549.85,2511,2541.35,2543,2508.85,2548032,6462179167,28-May-21,102349
HDFC,EQ,2527.55,2564.8,2502,2552.85,2551,2541.35,3221015,8165024990,31-May-21,115609
HDFC,EQ,2567,2610,2560.5,2580.75,2580,2552.85,3900226,10088926870,01-Jun-21,141862
HDFC,EQ,2570.75,2581.85,2531.1,2562.15,2562.3,2580.75,3551619,9059209246,02-Jun-21,124827
HDFC,EQ,2568,2603,2556.45,2584,2578.3,2562.15,3636647,9375744679,03-Jun-21,134160
HDFC,EQ,2588,2626,2584.05,2619.05,2613,2584,3593742,9381596632,04-Jun-21,134503
HDFC,EQ,2635,2635.4,2582,2585.75,2586.8,2619.05,2222082,5761739655,07-Jun-21,116810
HDFC,EQ,2586,2589.9,2550,2554.5,2555,2585.75,3046814,7800169051,08-Jun-21,163163
HDFC,EQ,2558,2579.25,2539.75,2544.75,2546.05,2554.5,2784864,7123291944,09-Jun-21,123342
HDFC,EQ,2554.75,2567.85,2535,2561.9,2560.05,2544.75,2116122,5408007139,10-Jun-21,78439
HDFC,EQ,2575,2594.3,2555,2559.8,2560.25,2561.9,2340867,6023333065,11-Jun-21,87518
HDFC,EQ,2559.8,2559.8,2512.65,2539.2,2540.2,2559.8,2125197,5375890246,14-Jun-21,77870
HDFC,EQ,2559.8,2559.8,2535.2,2545.1,2543,2539.2,1589974,4047209589,15-Jun-21,76925
HDFC,EQ,2535,2545,2515.7,2521.45,2522.05,2545.1,2290999,5786943796,16-Jun-21,80726
HDFC,EQ,2482.2,2506.95,2482.2,2487.3,2487.75,2521.45,2657850,6624333540,17-Jun-21,133470
HDFC,EQ,2511,2511,2453.05,2488.1,2496,2487.3,3082747,7645806220,18-Jun-21,142128
HDFC,EQ,2459,2524.2,2451,2516.4,2517.5,2488.1,1891651,4718095840,21-Jun-21,86379
HDFC,EQ,2546.8,2546.8,2514.7,2522.9,2522.95,2516.4,2604542,6598651626,22-Jun-21,103601
HDFC,EQ,2537,2537,2493,2497.2,2498.8,2522.9,2179551,5464912314,23-Jun-21,80552
HDFC,EQ,2514.9,2515,2485,2487.4,2490.05,2497.2,3257706,8135078686,24-Jun-21,102299
HDFC,EQ,2511,2515,2482,2509.2,2506.65,2487.4,1871813,4675348230,25-Jun-21,98859
HDFC,EQ,2515,2523.1,2491.2,2494.95,2495,2509.2,2140346,5355256643,28-Jun-21,100314
HDFC,EQ,2510,2510,2476.9,2501.2,2500,2494.95,2671608,6663807351,29-Jun-21,129762
HDFC,EQ,2503.15,2515,2472.2,2475.25,2477.7,2501.2,2798047,6965719410,30-Jun-21,124568
HDFC,EQ,2480,2491.35,2456,2459.4,2464,2475.25,2189447,5401021708,01-Jul-21,94623
HDFC,EQ,2463,2480,2445,2475.7,2477,2459.4,1951251,4798295050,02-Jul-21,82471
HDFC,EQ,2489.3,2496.8,2471.2,2494.9,2496.7,2475.7,1234739,3069659783,05-Jul-21,73485
HDFC,EQ,2492.6,2518.9,2490.2,2496.4,2491.9,2494.9,1428812,3577834566,06-Jul-21,100792
HDFC,EQ,2503.85,2545.8,2495.2,2529.2,2532,2496.4,2542003,6417343090,07-Jul-21,115521
HDFC,EQ,2535,2543.85,2508,2512.05,2514,2529.2,2683729,6783000003,08-Jul-21,97079
HDFC,EQ,2504.1,2509,2484.85,2496.45,2499.65,2512.05,1348273,3365183704,09-Jul-21,83362
HDFC,EQ,2503,2511,2452.2,2476.95,2482.3,2496.45,6818026,16771588574,12-Jul-21,93221
HDFC,EQ,2496,2549.95,2487.75,2544.9,2542.1,2476.95,3716936,9402765045,13-Jul-21,120447
HDFC,EQ,2544,2544.9,2516,2531.1,2529.5,2544.9,2725020,6899920707,14-Jul-21,108626
HDFC,EQ,2539,2555,2516,2540.1,2540.9,2531.1,3272479,8304115004,15-Jul-21,97346
HDFC,EQ,2548,2558,2531.5,2536.9,2538,2540.1,1568532,3987381360,16-Jul-21,88501
HDFC,EQ,2488,2497.7,2470.9,2481.65,2482.5,2536.9,2262325,5618202370,19-Jul-21,94500
HDFC,BL,2481.65,2481.65,2481.65,2481.65,2481.65,1814.2,172808,428848973.2,20-Jul-21,1
HDFC,EQ,2470,2480.5,2450,2458.75,2459,2481.65,1731830,4264498995,20-Jul-21,112197
HDFC,EQ,2470.1,2493.05,2465.5,2490.3,2487.55,2458.75,1792789,4449905095,22-Jul-21,76941
HDFC,EQ,2497.8,2501.6,2470,2482.5,2485.8,2490.3,1275979,3170396149,23-Jul-21,65290
HDFC,EQ,2485,2485,2460,2464.3,2467.8,2482.5,1462225,3607935367,26-Jul-21,114366
HDFC,BL,2464.3,2464.3,2464.3,2464.3,2464.3,2481.65,165944,408935799.2,27-Jul-21,1
HDFC,EQ,2470.9,2474,2430,2433.95,2431.2,2464.3,2680260,6551232149,27-Jul-21,137424
HDFC,EQ,2417.1,2432.45,2380,2425.8,2428,2433.95,3988878,9599398985,28-Jul-21,153676
HDFC,EQ,2424,2433.65,2405.1,2414.8,2420,2425.8,3288676,7953361694,29-Jul-21,106210
HDFC,EQ,2417.95,2464.7,2414.8,2441.15,2442.55,2414.8,4128459,10076573660,30-Jul-21,168648
HDFC,EQ,2466,2487,2425.1,2462.05,2462.55,2441.15,5009133,12312390322,02-Aug-21,204456
HDFC,EQ,2515,2560,2476,2554.65,2555,2462.05,5962929,15044530763,03-Aug-21,183776
HDFC,EQ,2573.3,2681,2565,2676.05,2672,2554.65,9604932,25429515948,04-Aug-21,284090
HDFC,EQ,2680,2685,2644.3,2661.7,2662.55,2676.05,4021021,10712052309,05-Aug-21,141019
HDFC,EQ,2657,2673,2621.4,2628.1,2630.6,2661.7,2139764,5662476194,06-Aug-21,104469
HDFC,EQ,2632.05,2646.25,2599.9,2623.9,2621.5,2628.1,1751767,4595573079,09-Aug-21,69097
HDFC,EQ,2634.7,2678.7,2626.85,2671.65,2671,2623.9,4690741,12492467525,10-Aug-21,163969
HDFC,EQ,2675,2689.5,2633.75,2658.5,2654.6,2671.65,1769627,4705618793,11-Aug-21,89258
HDFC,EQ,2656.6,2675.25,2646.6,2668.75,2666,2658.5,1702479,4532596292,12-Aug-21,61672
HDFC,EQ,2662,2715,2662,2704.15,2702.1,2668.75,3248615,8774705018,13-Aug-21,119082
HDFC,EQ,2696.8,2734.45,2693.8,2731.15,2732.7,2704.15,2465887,6709996707,16-Aug-21,106602
HDFC,EQ,2729.95,2750,2707.15,2738.4,2745.6,2731.15,2795510,7620988084,17-Aug-21,134271
HDFC,EQ,2750,2770.3,2698,2710.75,2710,2738.4,2501410,6828940470,18-Aug-21,98075
HDFC,EQ,2700,2738.95,2698,2722.05,2712,2710.75,3986473,10845398497,20-Aug-21,148438
HDFC,EQ,2745.5,2758.5,2710,2721.95,2722,2722.05,1901700,5183281802,23-Aug-21,85099
HDFC,EQ,2726,2729.9,2683.95,2691.25,2694,2721.95,2984595,8043012751,24-Aug-21,109438
HDFC,EQ,2707.8,2718.5,2696.25,2699.25,2701,2691.25,1714777,4641944905,25-Aug-21,76558
HDFC,EQ,2711.25,2720,2682.2,2700.35,2702.95,2699.25,1855274,5013249312,26-Aug-21,60397
HDFC,EQ,2694.1,2724.65,2662.05,2718.2,2716.1,2700.35,2761023,7439778308,27-Aug-21,131023
HDFC,EQ,2730.45,2764.9,2723.1,2755.7,2758,2718.2,1731926,4754203941,30-Aug-21,77957
HDFC,EQ,2748,2812,2739.35,2798.5,2794.7,2755.7,4933523,13761630800,31-Aug-21,123236
HDFC,EQ,2790,2796.95,2736.6,2747.75,2746.2,2798.5,3084291,8511167124,01-Sep-21,149131
HDFC,EQ,2756.9,2785,2737.25,2777.7,2774.8,2747.75,1734037,4791826197,02-Sep-21,88029
HDFC,EQ,2768.1,2784.15,2742.1,2758.6,2755.5,2777.7,1914438,5283434526,03-Sep-21,102751
HDFC,EQ,2765,2777.7,2741.2,2765.3,2767,2758.6,1729080,4775427924,06-Sep-21,86318
HDFC,EQ,2769.8,2853.65,2749.95,2837,2833.2,2765.3,4072518,11466298343,07-Sep-21,141669
HDFC,EQ,2838.25,2852,2802.25,2829.3,2835.1,2837,2274494,6429755969,08-Sep-21,122209
HDFC,EQ,2815.2,2853.85,2813.8,2830.1,2826.55,2829.3,1986913,5624903935,09-Sep-21,102303
HDFC,EQ,2844,2875.85,2833.3,2849.8,2846.05,2830.1,3283960,9374158866,13-Sep-21,105113
HDFC,EQ,2864.95,2869,2810,2818.05,2820.2,2849.8,2238463,6333869738,14-Sep-21,79187
HDFC,EQ,2805.7,2843,2795,2815.45,2817.05,2818.05,1924840,5423022711,15-Sep-21,81827
HDFC,EQ,2800,2823.9,2798.5,2812.35,2819.8,2815.45,1831201,5151522833,16-Sep-21,74423
HDFC,EQ,2832.25,2851.95,2801.7,2825.65,2823.9,2812.35,4447386,12573392070,17-Sep-21,115382
HDFC,EQ,2795.3,2808.65,2733,2742.5,2742,2825.65,2057743,5695872943,20-Sep-21,96538
HDFC,EQ,2760,2780.7,2724.75,2774.35,2773.2,2742.5,2119275,5834171388,21-Sep-21,100753
HDFC,EQ,2765,2773.95,2717.7,2734.7,2737,2774.35,3054547,8362061151,22-Sep-21,119928
HDFC,EQ,2756.1,2828.5,2730,2817.4,2825.15,2734.7,3720965,10325269211,23-Sep-21,135360
HDFC,EQ,2818.6,2850,2800,2839,2829.95,2817.4,2433032,6876856565,24-Sep-21,115209
HDFC,EQ,2845.75,2869.4,2824.8,2839.8,2835,2839,2684448,7646929876,27-Sep-21,116914
HDFC,EQ,2842,2850,2760.95,2804.95,2802,2839.8,2645677,7437131096,28-Sep-21,145453
HDFC,EQ,2786.5,2792.95,2739.1,2746.45,2747.35,2804.95,3333322,9204268169,29-Sep-21,146771
HDFC,EQ,2729.9,2785,2721.2,2754.3,2744.2,2746.45,4186802,11549652775,30-Sep-21,169948
HDFC,EQ,2738.6,2752,2693.6,2711.65,2710,2754.3,2462648,6680224604,01-Oct-21,124536
HDFC,BL,2711.65,2711.65,2711.65,2711.65,2711.65,2464.3,1626963,4411754219,04-Oct-21,1
HDFC,EQ,2740.15,2770,2720.6,2725.2,2725,2711.65,2170643,5948053491,04-Oct-21,95964
HDFC,EQ,2720,2754.95,2715.45,2741.45,2744.25,2725.2,2125952,5824477719,05-Oct-21,114611
HDFC,EQ,2729,2795,2717,2750.95,2748.95,2741.45,3585605,9893855799,06-Oct-21,124866
HDFC,EQ,2770.7,2774.95,2722.6,2727,2731,2750.95,2247842,6166765813,07-Oct-21,116486
HDFC,EQ,2731,2745.6,2716,2720.65,2726,2727,1719442,4693554852,08-Oct-21,96775
HDFC,EQ,2739,2769,2726.8,2749.25,2748.35,2720.65,1773236,4875955872,11-Oct-21,96478
HDFC,EQ,2749.7,2767,2735,2755.1,2754.35,2749.25,1405800,3869637725,12-Oct-21,93240
HDFC,EQ,2775,2775,2748.2,2765.6,2764,2755.1,1513606,4183727790,13-Oct-21,94639
HDFC,EQ,2758.3,2815.55,2751.85,2808.75,2811,2765.6,2737670,7635132472,14-Oct-21,91462
HDFC,EQ,2848,2848,2788.05,2811.5,2805.45,2808.75,2609969,7348608399,18-Oct-21,115966
HDFC,EQ,2825,2827.95,2800,2822.9,2821,2811.5,1994376,5620209609,19-Oct-21,116753
HDFC,EQ,2833,2839.85,2773.4,2795.1,2795,2822.9,2106814,5900721420,20-Oct-21,98834
HDFC,EQ,2814,2857.4,2797.85,2844.1,2850,2795.1,3747385,10600618097,21-Oct-21,113568
HDFC,EQ,2858.8,2938.35,2856,2903.95,2907,2844.1,4364342,12689013565,22-Oct-21,216118
HDFC,EQ,2905,2919,2856.25,2896.15,2900,2903.95,3463553,10012339655,25-Oct-21,167820
HDFC,EQ,2908,2934,2896,2911.65,2920.75,2896.15,2430141,7081674412,26-Oct-21,107553
HDFC,EQ,2920.05,2948,2901.4,2915,2905,2911.65,3136213,9180191682,27-Oct-21,117977
HDFC,EQ,2891,2924.3,2863.15,2900.8,2891.1,2915,3302920,9555987109,28-Oct-21,120241
HDFC,EQ,2891,2893,2791.2,2844.7,2841.5,2900.8,3830779,10897583766,29-Oct-21,162268
HDFC,EQ,2873,2947.9,2838.05,2887.95,2890,2844.7,4951039,14261320071,01-Nov-21,254154
HDFC,EQ,2887.9,2917.25,2865.65,2900.05,2900,2887.95,4355642,12596624672,02-Nov-21,127862
HDFC,EQ,2908,2932.9,2872,2895.9,2888.2,2900.05,3731077,10818514374,03-Nov-21,121057
HDFC,EQ,2899.05,2909,2895.05,2899.7,2900,2895.9,129087,374616869.8,04-Nov-21,11161
HDFC,EQ,2929,3002,2906.15,2979.55,2980,2899.7,5481172,16210049011,08-Nov-21,169077
HDFC,EQ,2955.05,2966.95,2916.1,2941.6,2938,2979.55,2947787,8666818295,09-Nov-21,105242
HDFC,EQ,2920,2951,2886.05,2945.6,2944.7,2941.6,3294239,9620030818,10-Nov-21,111705
HDFC,EQ,2932,2932,2885.15,2908.85,2905,2945.6,2480671,7204722997,11-Nov-21,111766
HDFC,EQ,2925,2998,2905.45,2992.65,2987.1,2908.85,2802442,8298595510,12-Nov-21,107924
HDFC,EQ,3004,3021.1,2971,3000.85,2994.15,2992.65,3248126,9719566427,15-Nov-21,84930
HDFC,EQ,2986.2,2999.25,2957.7,2975.45,2972.6,3000.85,4242014,12617929621,16-Nov-21,129445
HDFC,EQ,2956.1,2977.2,2932.25,2948.4,2949,2975.45,2398355,7081640387,17-Nov-21,151593
HDFC,EQ,2936.1,2964.05,2916.75,2925.4,2931.2,2948.4,3481704,10223816402,18-Nov-21,214188
HDFC,EQ,2902,2934,2885.15,2894.85,2888,2925.4,3951901,11463776122,22-Nov-21,209720
HDFC,EQ,2855,2915,2855,2906.5,2900,2894.85,3340056,9671815412,23-Nov-21,133643
HDFC,EQ,2905.05,2923,2864.5,2883.55,2870.5,2906.5,2318225,6730622393,24-Nov-21,106810
HDFC,EQ,2890.45,2890.45,2847,2867.75,2870,2883.55,2221089,6377828537,25-Nov-21,157117
HDFC,EQ,2820.35,2856,2723,2741.7,2745,2867.75,3353278,9278778701,26-Nov-21,180323
HDFC,EQ,2745,2747.5,2682.3,2713.8,2712.55,2741.7,3571428,9673614458,29-Nov-21,134289
HDFC,EQ,2665,2764.9,2656,2673.1,2680,2713.8,7628539,20554477575,30-Nov-21,223764
HDFC,EQ,2712.8,2757.45,2696.2,2703.65,2710.5,2673.1,3847384,10463805533,01-Dec-21,155732
HDFC,EQ,2701.05,2814.95,2701.05,2807.8,2805,2703.65,4570690,12736696605,02-Dec-21,210319
HDFC,EQ,2790,2823.95,2765,2771.65,2777,2807.8,2961572,8255284192,03-Dec-21,104884
HDFC,EQ,2774.5,2799.9,2760,2768.8,2765,2771.65,1683131,4681792853,06-Dec-21,79423
HDFC,EQ,2795,2838.05,2769.45,2817.5,2820,2768.8,2543784,7165747017,07-Dec-21,129209
HDFC,EQ,2825.25,2864,2820.05,2853,2854.95,2817.5,1772235,5049654539,08-Dec-21,70985
HDFC,EQ,2872,2877.75,2829.05,2842.05,2839.75,2853,2036491,5801818223,09-Dec-21,116477
HDFC,EQ,2823.3,2838.25,2788.5,2808.75,2809.3,2842.05,3455657,9723684187,10-Dec-21,99993
HDFC,EQ,2832.8,2838.8,2766.05,2771.85,2774,2808.75,2661378,7420757036,13-Dec-21,117598
HDFC,EQ,2750,2764,2720.6,2751.95,2753.9,2771.85,2039433,5592313111,14-Dec-21,104420
HDFC,EQ,2755,2759.95,2715,2721.8,2721,2751.95,1355100,3698171652,15-Dec-21,88425
HDFC,EQ,2749.4,2755.25,2687.8,2699.6,2719.95,2721.8,3149777,8535331537,16-Dec-21,133768
HDFC,EQ,2700,2712.3,2611,2617.35,2619,2699.6,4503515,11879186174,17-Dec-21,214855
HDFC,EQ,2594,2594,2506.05,2550.3,2553.1,2617.35,3483707,8852280116,20-Dec-21,223619
HDFC,EQ,2583.75,2588.9,2530,2540.85,2547,2550.3,2502122,6399341670,21-Dec-21,116861
HDFC,EQ,2551.95,2557.15,2520.15,2539,2550,2540.85,2763684,7008496445,22-Dec-21,156177
HDFC,EQ,2558,2582,2543.35,2571.15,2565,2539,1777068,4564098094,23-Dec-21,100219
HDFC,EQ,2585,2585,2525.5,2534.55,2532.5,2571.15,1033480,2628879201,24-Dec-21,53889
HDFC,EQ,2520,2564.9,2509.45,2558.85,2560.8,2534.55,915233,2329795204,27-Dec-21,71399
HDFC,EQ,2579.8,2587.85,2548,2565.35,2567.45,2558.85,1634180,4191835123,28-Dec-21,64656
