Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
08-Feb-01,8.23,8.84,8.15,8.61,42.51097557,113616,679,4829927,,,3.45,1.9
09-Feb-01,8.42,8.87,8.42,8.58,43.4094073,142804,887,6199037,,,2.25,0.8
12-Feb-01,8.97,8.98,8.45,8.62,43.24535872,187179,1031,8094623,,,2.65,-1.75
13-Feb-01,8.73,8.74,8.32,8.34,42.53288137,112693,685,4793158,,,2.1,-1.95
14-Feb-01,8.31,8.45,8.3,8.31,41.76204114,46092,299,1924896,,,0.75,0
15-Feb-01,8.32,8.4,8.2,8.2,41.34783589,39901,263,1649820,,,1,-0.6
16-Feb-01,8.12,8.27,7.82,7.87,40.11932662,145416,828,5833992,,,2.25,-1.25
19-Feb-01,8.2,8.28,7.81,7.89,40.0374031,80234,487,3212361,,,2.35,-1.55
20-Feb-01,8,8,7.65,7.7,38.90058463,72866,426,2834530,,,1.75,-1.5
21-Feb-01,7.78,8.18,7.71,7.94,40.07017383,76510,353,3065769,,,2.35,0.8
22-Feb-01,7.81,7.96,7.6,7.73,38.67521543,38875,244,1503499,,,1.8,-0.4
23-Feb-01,7.61,7.65,7.3,7.42,37.68855188,72073,498,2716327,,,1.75,-0.95
26-Feb-01,7.8,8.01,7.56,7.57,38.11971492,93589,447,3567586,,,2.25,-1.15
27-Feb-01,7.6,7.67,6.97,7.14,36.40093641,105296,720,3832873,,,3.5,-2.3
28-Feb-01,7.28,7.59,7.1,7.44,37.00817922,113336,612,4194359,,,2.45,0.8
01-Mar-01,7.45,7.94,7.34,7.4,38.36584504,113190,756,4342630,,,3,-0.25
02-Mar-01,7.7,7.74,6.96,6.98,36.07790378,134127,746,4839021,,,3.9,-3.6
05-Mar-01,7.13,7.13,6.45,6.54,33.44758971,161018,751,5385664,,,3.4,-2.95
07-Mar-01,6.59,7,6.08,6.84,32.97634268,173012,746,5705303,,,4.6,1.25
08-Mar-01,6.97,7,6.5,6.59,33.18464405,33811,268,1122006,,,2.5,-1.9
09-Mar-01,6.52,6.52,6.07,6.07,30.5841276,56551,298,1729563,,,2.25,-2.25
12-Mar-01,6.09,6.1,5.59,5.59,28.49381939,85833,427,2445710,,,2.55,-2.5
13-Mar-01,5.15,5.47,5.15,5.15,26.05210281,95753,468,2494567,,,1.6,0
14-Mar-01,5.01,5.56,5,5.56,27.59460298,48360,324,1334475,,,2.8,2.75
15-Mar-01,5.43,6,5.43,5.99,29.00421825,62111,564,1801481,,,2.85,2.8
16-Mar-01,6.2,6.3,5.75,5.79,29.93204371,91603,519,2741865,,,2.75,-2.05
19-Mar-01,6,6.19,5.6,5.88,29.11017057,23509,216,684351,,,2.95,-0.6
20-Mar-01,5.8,5.8,5.62,5.72,28.57066681,18566,157,530443,,,0.9,-0.4
21-Mar-01,5.74,5.74,5.46,5.49,27.59894481,23882,167,659118,,,1.4,-1.25
22-Mar-01,5.46,5.54,5.41,5.46,27.4365587,24700,124,677683,,,0.65,0
23-Mar-01,5.59,5.64,5.2,5.3,26.96188419,74536,535,2009631,,,2.2,-1.45
26-Mar-01,5.45,5.6,5.37,5.4,27.07999252,37416,184,1013225,,,1.15,-0.25
27-Mar-01,5.4,5.5,5.32,5.4,26.99278851,49227,320,1328774,,,0.9,0
28-Mar-01,5.47,5.54,5.35,5.35,27.2178375,42192,288,1148375,,,0.95,-0.6
29-Mar-01,5.33,5.35,5.21,5.28,26.43743666,33550,157,886976,,,0.7,-0.25
30-Mar-01,5.23,5.25,4.86,4.91,25.15735325,61721,489,1552737,,,1.95,-1.6
02-Apr-01,4.8,4.8,4.52,4.79,23.37823748,30116,273,704059,,,1.4,-0.05
03-Apr-01,4.64,5.12,4.64,5.04,24.98219205,50820,350,1269595,,,2.4,2
04-Apr-01,5.18,5.44,5.18,5.44,26.9872225,54549,466,1472126,,,1.3,1.3
06-Apr-01,5.87,5.87,5.8,5.87,29.34373715,19448,102,570677,,,0.35,0
09-Apr-01,6.25,6.33,6.25,6.33,31.62546617,5631,30,178083,,,0.4,0.4
10-Apr-01,6.83,6.83,5.92,6.21,31.95670843,127392,896,4071029,,,4.55,-3.1
11-Apr-01,6.2,6.26,5.72,5.72,29.37119461,67043,411,1969133,,,2.7,-2.4
12-Apr-01,5.42,5.78,5.27,5.54,27.41204414,79574,607,2181286,,,2.55,0.6
16-Apr-01,5.37,5.98,5.37,5.98,28.90506501,44304,336,1280610,,,3.05,3.05
17-Apr-01,6.12,6.14,5.74,5.87,29.47801605,50969,488,1502465,,,2,-1.25
18-Apr-01,5.92,6.25,5.9,6.13,30.25107902,50972,293,1541958,,,1.75,1.05
19-Apr-01,6.11,6.6,6.1,6.16,31.45012524,54296,416,1707616,,,2.5,0.25
20-Apr-01,6.03,6.15,5.93,6.03,30.17238066,35381,297,1067529,,,1.1,0
23-Apr-01,6.1,6.19,6,6.05,30.31997055,24446,198,741202,,,0.95,-0.25
24-Apr-01,5.9,6.2,5.8,6.18,30.00769738,13641,122,409335,,,2,1.4
25-Apr-01,5.99,6.39,5.99,6.13,30.9983739,18449,101,571889,,,2,0.7
26-Apr-01,6.15,6.2,6.02,6.02,30.51991363,8336,100,254414,,,0.9,-0.65
27-Apr-01,5.8,5.95,5.6,5.62,28.60349081,54314,282,1553570,,,1.75,-0.9
30-Apr-01,5.74,6.06,5.7,6.04,29.95297052,67766,368,2029793,,,1.8,1.5
