Date,Open Price,High,Low,Close Price,Total Traded Quantity
2016-01-04,147500.0,148000.0,143500.0,144000.0,445332
2016-01-05,143000.0,145000.0,142000.0,143500.0,530496
2016-01-06,144000.0,145000.0,139000.0,140000.0,769406
2016-01-07,138500.0,140000.0,137500.0,137500.0,586187
2016-01-08,134500.0,138000.0,133500.0,136500.0,888701
2016-01-11,134500.0,140500.0,134000.0,140000.0,542749
2016-01-12,140500.0,141500.0,139000.0,139500.0,386506
2016-01-13,140500.0,141500.0,139500.0,140500.0,338336
2016-01-14,138500.0,143500.0,136500.0,141000.0,664829
2016-01-15,141000.0,142000.0,136500.0,138500.0,568653
2016-01-18,137500.0,140000.0,135500.0,139000.0,400716
2016-01-19,138000.0,140000.0,136000.0,140000.0,332956
2016-01-20,139500.0,140000.0,135500.0,136500.0,544330
2016-01-21,136000.0,138000.0,135500.0,137000.0,455723
2016-01-22,138000.0,140500.0,136500.0,139000.0,551671
2016-01-25,140000.0,140500.0,136000.0,137500.0,543064
2016-01-26,136500.0,137000.0,134500.0,136000.0,564584
2016-01-27,135500.0,137000.0,134500.0,137000.0,702981
2016-01-28,135500.0,136500.0,134500.0,135000.0,480730
2016-01-29,135000.0,136000.0,131000.0,133000.0,990382
2016-02-01,132000.0,132500.0,130500.0,132500.0,689972
2016-02-02,131500.0,132500.0,129000.0,129500.0,594441
2016-02-03,127500.0,129500.0,126500.0,129000.0,649021
2016-02-04,130000.0,132500.0,129500.0,132500.0,600523
2016-02-05,132000.0,133500.0,131000.0,133500.0,513150
2016-02-11,130500.0,132500.0,130500.0,131000.0,688873
2016-02-12,131500.0,137500.0,131000.0,137000.0,1264899
2016-02-15,137500.0,141500.0,135000.0,139500.0,879160
2016-02-16,139500.0,142500.0,137500.0,141000.0,524822
2016-02-17,142000.0,147500.0,141000.0,147000.0,772996
2016-02-18,147500.0,149000.0,145500.0,147000.0,468798
2016-02-19,147000.0,151000.0,147000.0,149000.0,477553
2016-02-22,147500.0,148500.0,146000.0,147500.0,273335
2016-02-23,148000.0,149000.0,146500.0,149000.0,250401
2016-02-24,147500.0,150000.0,146500.0,149000.0,191286
2016-02-25,149500.0,153000.0,145500.0,147000.0,490265
2016-02-26,148000.0,148000.0,144500.0,147000.0,351408
2016-02-29,145500.0,149000.0,144500.0,147500.0,570117
2016-03-02,150000.0,150000.0,148000.0,150000.0,539821
2016-03-03,151500.0,151500.0,146000.0,147500.0,627810
2016-03-04,146000.0,147500.0,143500.0,147500.0,696287
2016-03-07,147500.0,147500.0,145500.0,146500.0,317439
2016-03-08,145000.0,149500.0,145000.0,148000.0,366489
2016-03-09,147000.0,149500.0,146500.0,149500.0,452965
2016-03-10,149000.0,150000.0,148000.0,148000.0,690061
2016-03-11,147500.0,150000.0,147500.0,149000.0,408175
2016-03-14,150000.0,150500.0,147000.0,148500.0,362075
2016-03-15,148500.0,149000.0,146000.0,147000.0,309077
2016-03-16,147000.0,148000.0,145500.0,146500.0,206136
2016-03-17,148000.0,148500.0,146000.0,146500.0,492380
2016-03-18,148000.0,150500.0,147500.0,150500.0,769047
2016-03-21,151000.0,155000.0,149500.0,154500.0,803657
2016-03-22,155500.0,159000.0,155000.0,159000.0,872121
2016-03-23,159500.0,159500.0,157000.0,158000.0,454762
2016-03-24,156500.0,157000.0,154500.0,155500.0,288522
2016-03-25,154500.0,155500.0,152000.0,153000.0,279961
2016-03-28,153000.0,156500.0,152000.0,154000.0,186865
2016-03-29,155000.0,156000.0,153500.0,155000.0,229075
2016-03-30,156000.0,159000.0,155000.0,155500.0,373060
2016-03-31,156000.0,156000.0,151500.0,152500.0,575626
2016-04-01,152500.0,152500.0,147500.0,149500.0,604435
2016-04-04,148500.0,149500.0,143500.0,144000.0,767267
2016-04-05,144000.0,145000.0,143500.0,144500.0,292339
2016-04-06,144000.0,146000.0,144000.0,144000.0,379789
2016-04-07,143500.0,146500.0,143500.0,146500.0,366852
2016-04-08,146000.0,146500.0,144000.0,146000.0,339546
2016-04-11,147500.0,147500.0,145000.0,146000.0,197423
2016-04-12,146000.0,150000.0,145000.0,148500.0,361212
2016-04-14,150000.0,152000.0,149500.0,152000.0,496852
2016-04-15,150500.0,152000.0,149000.0,151500.0,297722
2016-04-18,150000.0,155000.0,150000.0,154000.0,406339
2016-04-19,155000.0,155000.0,152000.0,153000.0,310407
2016-04-20,153500.0,155000.0,151000.0,151500.0,270230
2016-04-21,152000.0,154500.0,152000.0,154000.0,297646
2016-04-22,152000.0,153500.0,150500.0,151000.0,318972
2016-04-25,151000.0,152000.0,149000.0,149500.0,273343
2016-04-26,149000.0,154000.0,149000.0,153500.0,365930
2016-04-27,152000.0,153000.0,148500.0,149000.0,374037
2016-04-28,148500.0,150500.0,147000.0,148000.0,466520
2016-04-29,146500.0,147500.0,142000.0,143500.0,739237
2016-05-02,142000.0,144000.0,141500.0,142500.0,242036
2016-05-03,143000.0,144000.0,142000.0,142500.0,359029
2016-05-04,141500.0,142000.0,138500.0,139000.0,807340
2016-05-09,138500.0,139000.0,135500.0,135500.0,482711
2016-05-10,136500.0,140500.0,136500.0,139500.0,346710
2016-05-11,140500.0,142000.0,138500.0,139000.0,284228
2016-05-12,138000.0,138500.0,136500.0,136500.0,421047
2016-05-13,136000.0,137500.0,135000.0,135000.0,529746
2016-05-16,136500.0,137500.0,135000.0,135500.0,397771
2016-05-17,135500.0,136500.0,134500.0,134500.0,314839
2016-05-18,135000.0,135500.0,132000.0,133000.0,630692
2016-05-19,132500.0,136000.0,132500.0,134500.0,389055
2016-05-20,134000.0,135000.0,131500.0,132000.0,462176
2016-05-23,133000.0,134500.0,133000.0,133000.0,310458
2016-05-24,133000.0,135000.0,132000.0,133500.0,355717
2016-05-25,134500.0,137000.0,134000.0,135000.0,500528
2016-05-26,136000.0,137000.0,134500.0,135000.0,342299
2016-05-27,136000.0,136500.0,135000.0,136000.0,346406
2016-05-30,136000.0,137500.0,135000.0,136500.0,474129
2016-05-31,136500.0,139500.0,135000.0,139500.0,1734508
2016-06-01,137500.0,138500.0,136500.0,138000.0,507997
2016-06-02,138500.0,139000.0,136500.0,138000.0,419054
2016-06-03,138000.0,139500.0,137500.0,138500.0,352778
2016-06-07,138500.0,139500.0,137500.0,139500.0,608452
2016-06-08,138500.0,141500.0,138500.0,139500.0,598656
2016-06-09,139500.0,140500.0,137500.0,139000.0,578177
2016-06-10,138500.0,140000.0,138000.0,139000.0,350588
2016-06-13,138000.0,138500.0,135500.0,135500.0,476958
2016-06-14,135500.0,138500.0,135000.0,138500.0,431039
2016-06-15,138000.0,139500.0,135000.0,135500.0,409607
2016-06-16,135500.0,136000.0,133500.0,134500.0,399199
2016-06-17,136000.0,136500.0,133500.0,134500.0,328695
2016-06-20,136000.0,138500.0,135500.0,136500.0,305307
2016-06-21,136500.0,139000.0,135500.0,138000.0,353879
2016-06-22,138500.0,141500.0,138500.0,140000.0,413267
2016-06-23,140500.0,141500.0,140000.0,141000.0,273960
2016-06-24,140500.0,142000.0,134500.0,139500.0,901574
2016-06-27,141000.0,144000.0,139500.0,141500.0,1031506
2016-06-28,141500.0,142000.0,138500.0,139000.0,570526
2016-06-29,140000.0,140000.0,137500.0,139000.0,436045
2016-06-30,138000.0,138500.0,135500.0,135500.0,2700499
2016-07-01,136500.0,138000.0,136000.0,137000.0,388387
2016-07-04,138000.0,139500.0,137000.0,137000.0,518981
2016-07-05,136500.0,137000.0,134500.0,135000.0,389267
2016-07-06,134000.0,134500.0,129000.0,130000.0,1098353
2016-07-07,131500.0,132500.0,130500.0,131000.0,351312
2016-07-08,131000.0,133000.0,129000.0,130500.0,472095
2016-07-11,130500.0,132000.0,130500.0,131000.0,395952
2016-07-12,131500.0,133000.0,131000.0,132000.0,401323
2016-07-13,133000.0,135500.0,132500.0,135500.0,567236
2016-07-14,134000.0,134500.0,131000.0,131500.0,688220
2016-07-15,132000.0,134000.0,132000.0,133000.0,608594
2016-07-18,133000.0,134000.0,131000.0,132000.0,417748
2016-07-19,131500.0,132000.0,130000.0,130000.0,630163
2016-07-20,129500.0,131000.0,129000.0,129500.0,513880
2016-07-21,130000.0,131000.0,128500.0,130000.0,459440
2016-07-22,130000.0,130500.0,129000.0,129000.0,364418
2016-07-25,129500.0,136000.0,129500.0,135500.0,1182857
2016-07-26,135000.0,139500.0,134000.0,136000.0,1125762
2016-07-27,137000.0,137500.0,135000.0,137000.0,450182
2016-07-28,137500.0,138000.0,135000.0,136000.0,451570
2016-07-29,135000.0,136000.0,132000.0,132000.0,698032
2016-08-01,132500.0,136000.0,132500.0,135500.0,510753
2016-08-02,135500.0,135500.0,133000.0,134000.0,383193
2016-08-03,133000.0,134000.0,130500.0,132000.0,393748
2016-08-04,132500.0,133000.0,129500.0,130500.0,552854
2016-08-05,130500.0,133000.0,130500.0,133000.0,432472
2016-08-08,134000.0,134000.0,132000.0,133000.0,367241
2016-08-09,135000.0,137000.0,134500.0,136500.0,590729
2016-08-10,135500.0,137000.0,134000.0,134000.0,495316
2016-08-11,134000.0,135000.0,133500.0,134500.0,340296
2016-08-12,135000.0,136000.0,134500.0,136000.0,441448
2016-08-16,136000.0,137000.0,133000.0,133000.0,564040
2016-08-17,133500.0,135000.0,133000.0,135000.0,456621
2016-08-18,134500.0,135000.0,132000.0,132500.0,501557
2016-08-19,133000.0,134000.0,132000.0,132500.0,375138
2016-08-22,132500.0,133000.0,131000.0,132000.0,400250
2016-08-23,133000.0,134500.0,132000.0,132500.0,421660
2016-08-24,132000.0,135500.0,131500.0,135500.0,725511
2016-08-25,136000.0,138000.0,134000.0,136500.0,880226
2016-08-26,136500.0,137000.0,135000.0,135500.0,426273
2016-08-29,134000.0,134500.0,133000.0,134000.0,328229
2016-08-30,133500.0,135000.0,132500.0,132500.0,331306
2016-08-31,132000.0,133500.0,131000.0,133000.0,621524
2016-09-01,133000.0,133500.0,131500.0,131500.0,572941
2016-09-02,132500.0,136500.0,132000.0,135000.0,1129376
2016-09-05,136000.0,139000.0,136000.0,139000.0,681920
2016-09-06,138500.0,140000.0,138000.0,139500.0,455216
2016-09-07,139500.0,140500.0,138000.0,139000.0,515978
2016-09-08,139000.0,140000.0,136500.0,139000.0,604332
2016-09-09,138000.0,140000.0,137500.0,139500.0,430914
2016-09-12,138500.0,139500.0,137500.0,138500.0,447847
2016-09-13,140000.0,140500.0,138000.0,138500.0,560421
2016-09-19,137000.0,139500.0,136000.0,137000.0,536712
2016-09-20,137000.0,139500.0,136500.0,138500.0,517081
2016-09-21,137500.0,138500.0,136500.0,138000.0,464658
2016-09-22,138000.0,139500.0,137500.0,138000.0,360424
2016-09-23,139500.0,142000.0,139000.0,142000.0,595938
2016-09-26,140500.0,141500.0,139000.0,140500.0,444564
2016-09-27,140000.0,142000.0,138500.0,141500.0,451975
2016-09-28,141000.0,141500.0,138000.0,138500.0,513300
2016-09-29,138500.0,139500.0,138000.0,139500.0,473726
2016-09-30,138500.0,139500.0,135000.0,135500.0,617732
2016-10-04,138500.0,141000.0,137500.0,139000.0,707562
2016-10-05,137500.0,140500.0,136500.0,140000.0,549606
2016-10-06,139000.0,140000.0,138500.0,139000.0,271808
2016-10-07,138500.0,139000.0,135500.0,136500.0,449894
2016-10-10,134000.0,135000.0,131000.0,133500.0,687120
2016-10-11,135000.0,135500.0,133500.0,134500.0,355273
2016-10-12,134500.0,137000.0,133500.0,136500.0,418529
2016-10-13,136500.0,137000.0,133500.0,134000.0,444173
2016-10-14,133500.0,135000.0,133000.0,133000.0,385561
2016-10-17,134500.0,136500.0,133000.0,133000.0,552827
2016-10-18,133500.0,135500.0,132500.0,134500.0,357363
2016-10-19,134500.0,135500.0,132500.0,133000.0,474445
2016-10-20,133500.0,134000.0,131500.0,132000.0,411425
2016-10-21,132500.0,135000.0,132000.0,133500.0,375157
2016-10-24,134500.0,134500.0,133500.0,134500.0,256889
2016-10-25,135000.0,139500.0,134500.0,138000.0,863431
2016-10-26,137500.0,138500.0,135000.0,137500.0,551856
2016-10-27,139000.0,139500.0,135500.0,138000.0,503571
2016-10-28,138000.0,141500.0,137500.0,140500.0,708752
2016-10-31,139000.0,141000.0,139000.0,140000.0,394472
2016-11-01,141000.0,141500.0,140000.0,141500.0,436941
2016-11-02,141000.0,141500.0,139500.0,139500.0,655976
2016-11-03,139500.0,140000.0,136000.0,136500.0,520972
2016-11-04,136500.0,137000.0,135500.0,136000.0,345493
2016-11-07,137500.0,138000.0,136000.0,137000.0,388228
