Date,Open,High,Low,Close,Adj Close,Volume
2021-01-18,3200.000000,3217.550049,3082.250000,3163.149902,2893.815430,1280163
2021-01-19,3170.500000,3240.750000,3170.500000,3232.899902,2957.626221,770832
2021-01-20,3239.000000,3292.500000,3230.300049,3275.600098,2996.690674,841752
2021-01-21,3275.600098,3346.000000,3219.699951,3247.300049,2970.800293,1300181
2021-01-22,3265.000000,3483.949951,3258.899902,3374.899902,3087.535156,3813020
2021-01-25,3417.949951,3520.149902,3357.050049,3474.949951,3179.066406,2266967
2021-01-27,3450.000000,3484.000000,3329.949951,3358.550049,3072.577637,1333633
2021-01-28,3338.949951,3464.100098,3325.149902,3397.399902,3108.119385,1986409
2021-01-29,3419.899902,3485.000000,3226.399902,3256.050049,2978.805420,1718833
2021-02-01,3300.000000,3360.800049,3217.250000,3340.649902,3056.201416,1285163
2021-02-02,3400.000000,3400.000000,3261.000000,3293.850098,3013.386963,1751516
2021-02-03,3296.550049,3422.000000,3268.000000,3380.800049,3092.933350,1077971
2021-02-04,3441.000000,3515.000000,3404.100098,3440.699951,3147.732666,2425660
2021-02-05,3500.000000,3560.000000,3366.000000,3429.199951,3137.211670,2719249
2021-02-08,3478.000000,3506.899902,3415.399902,3495.000000,3197.409424,1004959
2021-02-09,3461.000000,3538.000000,3456.350098,3499.449951,3201.479980,1543021
2021-02-10,3490.000000,3568.750000,3485.250000,3538.949951,3237.616943,1477082
2021-02-11,3524.000000,3554.000000,3473.550049,3541.500000,3239.949707,757116
2021-02-12,3535.949951,3580.000000,3502.899902,3515.750000,3216.392578,566161
2021-02-15,3488.949951,3506.149902,3452.000000,3465.399902,3174.844482,809861
2021-02-16,3470.000000,3485.300049,3432.000000,3461.550049,3171.317627,759332
2021-02-17,3463.449951,3595.000000,3457.250000,3584.000000,3283.500732,1946207
2021-02-18,3579.649902,3629.050049,3506.000000,3522.850098,3227.477783,1701157
2021-02-19,3522.850098,3522.850098,3370.000000,3389.699951,3105.491455,995322
2021-02-22,3400.000000,3432.949951,3350.149902,3414.149902,3127.891846,921345
2021-02-23,3414.149902,3479.550049,3377.050049,3405.449951,3119.921143,1069537
2021-02-24,3440.000000,3500.000000,3351.100098,3441.600098,3153.040039,823330
2021-02-25,3450.000000,3460.000000,3402.250000,3434.399902,3146.443848,897962
2021-02-26,3405.000000,3423.649902,3199.800049,3224.000000,2953.684814,1880371
2021-03-01,3255.000000,3363.050049,3250.000000,3350.199951,3069.303467,1176879
2021-03-02,3352.000000,3490.000000,3351.500000,3476.399902,3184.922607,1402320
2021-03-03,3510.000000,3510.899902,3394.000000,3424.350098,3137.236816,965062
2021-03-04,3398.000000,3460.000000,3368.250000,3419.850098,3133.113770,934953
2021-03-05,3415.000000,3491.500000,3394.000000,3461.699951,3171.454834,1017875
2021-03-08,3461.649902,3489.500000,3422.699951,3463.949951,3173.516113,749107
2021-03-09,3465.050049,3490.000000,3416.500000,3448.850098,3159.682373,564852
2021-03-10,3449.000000,3475.000000,3407.850098,3419.350098,3132.656006,787897
2021-03-12,3355.000000,3419.000000,3310.000000,3350.550049,3069.624268,1098158
2021-03-15,3360.000000,3369.399902,3243.000000,3264.149902,2990.468262,781236
2021-03-16,3298.949951,3300.000000,3248.000000,3255.050049,2982.131348,523881
2021-03-17,3257.000000,3278.899902,3175.000000,3190.550049,2923.039551,991815
2021-03-18,3217.699951,3217.699951,3072.300049,3107.199951,2846.677979,1472097
2021-03-19,3085.000000,3132.050049,3036.000000,3119.149902,2857.625732,1554560
2021-03-22,3131.600098,3143.949951,3081.149902,3095.850098,2836.279297,619756
2021-03-23,3107.899902,3132.000000,3060.550049,3067.449951,2810.260498,944310
2021-03-24,3068.000000,3085.949951,3023.000000,3033.850098,2779.478271,975533
2021-03-25,3033.100098,3049.600098,2927.100098,2941.649902,2695.008057,1075251
2021-03-26,2972.000000,2982.800049,2931.000000,2937.800049,2691.481201,611318
