Date,Open Price,High,Low,Close Price,Total Traded Quantity,SMA,EWMA5,MiddleBand,UpperBand,LowerBand,RSI,MFI,ForceIndex,ATR,EMV
1996-01-01,0.794921,0.796679,0.791015,0.796679,204800.0,,,,,,,,,,
1996-01-02,0.794921,0.798828,0.793457,0.793457,204800.0,,,,,,,,-659.8656000000119,0.0055175000000000085,
1996-01-03,0.798828,0.798828,0.798828,0.798828,102400.0,,,,,,76.92638212546521,,549.9904000000015,0.0026855000000000073,0.0030100416259765785
1996-01-04,0.791015,0.794921,0.791015,0.793554,307200.0,,0.7953811999999999,,,,30.63890473474045,,-1620.1728000000003,0.0019529999999999825,-0.0037254492187499513
1996-01-05,0.784179,0.784179,0.784179,0.784179,51200.0,0.7933394,0.7910808293838861,0.7933394,0.8045309356050903,0.7821478643949098,9.760130837724873,,-480.00000000000114,0.0019529999999999825,-0.0037254492187499513
1996-01-08,0.784179,0.791015,0.785156,0.789062,358400.0,0.791816,0.7903431218045113,0.791816,0.8028064483075078,0.7808255516924921,47.22405254320179,,1750.0672000000293,0.0029295000000000293,0.0031931059570313104
1996-01-09,0.789062,0.78125,0.771484,0.780273,870400.0,0.7891792000000001,0.7867777411364741,0.7891792000000001,0.8038956652957158,0.7744627347042844,18.93122811203247,,-7649.945600000041,0.007812500000000056,-0.0033810479377297344
1996-01-10,0.780273,0.77539,0.771484,0.773437,358400.0,0.7841009999999999,0.7821502707375101,0.7841009999999999,0.7996686361082859,0.768533363891714,9.798884159922522,,-2450.0223999999835,0.006836000000000064,-0.00817077498851113
1996-01-11,0.779296,0.791015,0.773437,0.791015,819200.0,0.7835932,0.7851840972823538,0.7835932,0.7977178655464832,0.7694685344535168,74.08648418523856,,14399.897599999986,0.01074200000000003,0.007832885864257889
1996-01-12,0.787109,0.787109,0.78125,0.786621,358400.0,0.7840816,0.7856715174666095,0.7840816,0.7984738866564007,0.7696893133435994,54.62330222794774,,-1574.8096000000032,0.011718499999999965,0.011026264282226661
1996-01-15,0.776367,0.785156,0.776367,0.777832,307200.0,0.7818356000000001,0.7830277806840703,0.7818356000000001,0.7958416148222116,0.7678295851777885,26.633101625688454,,-2699.9808000000144,0.007323999999999942,-0.003292696126302154
