Date,Open Price,High,Low,Close Price,Total Traded Quantity
2004-07-05,89.143753,90.3125,88.78125,89.340622,15505536.0
2004-07-06,89.1875,89.75,87.884377,89.15625,19217968.0
2004-07-07,87.759377,88.9375,86.568748,87.028122,28427936.0
2004-07-08,87.5,88.712502,83.206253,84.515625,37858080.0
2004-07-09,81.25,86.865623,80.3125,86.40625,22787760.0
2004-07-12,86.6875,87.46875,85.265625,86.009377,22648144.0
2004-07-13,89.0625,89.525002,86.8125,87.671875,38728000.0
2004-07-14,88.75,90.3125,88.375,88.800003,29463584.0
2004-07-15,89.025002,90.556252,88.643753,90.215622,21826416.0
2004-07-16,90.21875,92.800003,90.21875,92.359375,34887056.0
2004-07-19,92.375,93.25,91.375,92.390625,22012128.0
2004-07-20,92.125,92.481247,90.196877,90.487503,21665664.0
2004-07-21,90.6875,91.25,89.074997,89.831253,22177072.0
2004-07-22,90.875,91.25,89.381248,90.168747,19465920.0
2004-07-23,90.625,91.543747,90.1875,90.946877,15554320.0
2004-07-26,89.925003,91.5625,89.509377,91.221878,14673152.0
2004-07-27,91.875,92.900002,91.440628,92.456253,23371088.0
2004-07-28,92.5,94.5625,92.256248,94.268753,31335104.0
2004-07-29,94.346878,96.5625,94.346878,95.974998,21491184.0
2004-07-30,96.318748,97.8125,95.625,97.09375,25009120.0
2004-08-02,96.875,97.893753,96.875,97.25,17539728.0
2004-08-03,97.493752,98.875,97.431252,98.556252,23723440.0
2004-08-04,98.6875,98.6875,96.375,96.756248,17101728.0
2004-08-05,96.5,97.75,96.5,97.362503,18405328.0
2004-08-06,96.9375,97.3125,94.459373,95.425003,23971584.0
2004-08-09,94.487503,96.356247,93.625,95.890625,19569968.0
2004-08-10,96.3125,96.3125,94.8125,95.318748,15133312.0
2004-08-11,95.9375,96.543747,93.449997,94.006248,21258032.0
2004-08-12,94.0,94.556252,93.0,93.665627,22696432.0
2004-08-13,93.125,95.556252,92.196877,92.490623,21489920.0
2004-08-16,92.6875,93.3125,92.0,92.949997,16502032.0
2004-08-17,93.6875,94.0625,92.253128,92.65625,15134480.0
2004-08-18,92.6875,93.625,92.4375,92.925003,17098976.0
2004-08-19,93.75,96.25,93.75,96.046875,31323920.0
2004-08-20,95.9375,97.150002,95.3125,96.675003,24660640.0
2004-08-23,97.375,98.8125,96.946877,97.471878,22006368.0
2004-08-24,97.5,98.290627,96.703125,97.243752,17164864.0
2004-08-25,97.256248,97.775002,94.75,95.940628,20150288.0
2004-08-26,96.4375,97.375,95.775002,96.596878,20723296.0
2004-08-27,97.056252,98.1875,96.321877,97.831253,15277728.0
2004-08-30,98.25,98.925003,97.25,98.590622,12084944.0
2004-08-31,98.75,99.368752,97.696877,98.46875,13549504.0
2004-09-01,98.4375,99.3125,98.125,98.824997,8008016.0
2004-09-02,99.690628,100.837502,99.690628,100.165627,18522576.0
2004-09-03,100.3125,100.737503,99.559372,100.412498,14033472.0
2004-09-06,100.625,100.9375,100.25,100.493752,7469520.0
2004-09-07,100.378128,101.21875,100.0,100.962502,11782048.0
2004-09-08,101.1875,101.875,100.75,101.5625,13429216.0
