Symbol,High,Low,Open Price,Close Price,Average Trading Price,Total Traded Quantity,52 Week Low,52 Week High,SMA,EWMA5,MiddleBand,UpperBand,LowerBand,RSI,MFI,ForceIndex,ATR,EMV
TITAN,1618.0,1400.15,1415.0,1530.6,1497.79,61626222,720.9,1621.35,1499.7,1505.777085050655,1499.7,1551.3613491887252,1448.038650811275,91.11710207873435,53.92744575498501,1016832663.0,207.57499999999993,2954.631343235739
TITAN,1618.0,1432.05,1469.0,1522.9,1512.44,58010642,720.9,1621.35,1507.78,1511.4934261468131,1507.78,1558.6215479701339,1456.938452029866,64.20472157786787,61.695894203802666,-446681943.3999894,201.89999999999998,5105.977480969266
TITAN,1618.0,1432.05,1470.0,1508.85,1514.38,57783071,720.9,1621.35,1516.46,1510.6113888659988,1516.46,1536.8920092012377,1496.0279907987624,30.899244049816062,63.32388714515546,-811852147.5500106,185.95000000000005,2556.343455050893
TITAN,1618.0,1400.05,1485.6,1446.5,1501.13,64316547,720.9,1621.35,1504.59,1489.226456020727,1504.59,1571.6333591043842,1437.5466408956156,5.513747101647937,56.17178123676715,-4010136705.449994,201.95000000000005,-2710.9664329460975
TITAN,1618.0,1400.05,1484.1,1455.85,1499.49,61116319,720.9,1621.35,1492.94,1478.0959497871506,1492.94,1571.051119566931,1414.8288804330691,24.192750574927814,55.47671958006046,571437582.6499945,217.95000000000005,-2710.9664329460975
TITAN,1618.0,1400.05,1560.0,1538.35,1499.97,63675966,810.0,1621.35,1494.49,1498.1866750483161,1494.49,1576.545633566498,1412.434366433502,83.11134791204381,55.14382808397051,5253267195.0,217.95000000000005,0.0
TITAN,1618.0,1400.05,1529.25,1577.0,1509.3,68298383,810.0,1621.35,1505.31,1524.4630514051755,1505.31,1615.5304019226903,1395.0895980773096,90.2277622865352,62.91727712913419,2639732502.950006,217.95000000000005,0.0
TITAN,1713.85,1400.05,1525.0,1685.1,1532.8,72200618,810.0,1621.35,1540.56,1578.0158586540965,1540.56,1736.130030935211,1344.989969064789,97.08905727255649,71.30672196668701,7804886805.7999935,265.875,10414.637309614101
TITAN,1745.85,1400.05,1470.0,1734.8,1556.13,72839652,810.0,1621.35,1598.2199999999998,1630.2818962569365,1598.2199999999998,1822.9557403707727,1373.484259629227,98.23108991407494,79.48281348165433,3620130704.4000034,329.79999999999995,14212.568689077583
TITAN,1748.95,1400.05,1477.0,1742.85,1576.31,69492221,810.0,1621.35,1655.6200000000001,1667.806826605269,1655.6200000000001,1841.8482819552378,1469.3917180447625,98.43055237408481,79.50400239746727,559412379.0499969,347.35,4187.036082276235
TITAN,1792.95,1425.85,1454.4,1728.05,1624.47,65558978,810.0,1621.35,1693.56,1687.8886796876295,1693.56,1831.3192356250552,1555.8007643749447,69.58086708741997,79.52110779475386,-970272874.399997,358.0000000000001,10160.298817522747
TITAN,1792.95,1476.25,1480.0,1727.25,1660.99,64850307,810.0,1621.35,1723.61,1701.0094661991316,1723.61,1768.4583778970823,1678.7616221029175,67.4438319522807,87.13663655965668,-51880245.59999705,341.9000000000001,15924.472618079257
TITAN,1792.95,1535.0,1536.0,1710.35,1687.07,59433962,855.15,1621.35,1728.6599999999999,1704.1230322677955,1728.6599999999999,1752.6739959190365,1704.6460040809632,29.35374147295346,87.05750210552605,-1004433957.8000054,287.32500000000005,12527.816726144989
TITAN,1792.95,1564.2,1608.0,1671.4,1710.34,51201620,898.5,1621.35,1715.98,1693.2152268534023,1715.98,1770.8777959484667,1661.0822040515334,8.146399712521784,80.85555304045275,-1994303098.9999907,243.35000000000002,9635.909640320748
TITAN,1792.95,1662.5,1686.0,1723.55,1730.42,43010701,901.0,1726.0,1712.1199999999997,1703.3268970022496,1712.1199999999997,1759.8125361036655,1664.4274638963338,68.70018930858423,80.59081795999646,2243008057.149994,179.60000000000002,10714.885718555815
TITAN,1858.65,1662.5,1700.1,1787.75,1753.88,48125562,933.65,1748.95,1724.06,1731.4680780937672,1724.06,1807.8925235215993,1640.2274764784006,88.06780564866234,80.54508738627382,3089661080.400002,163.30000000000007,14148.010149183983
TITAN,1858.65,1662.5,1785.0,1837.9,1761.67,45683619,935.0,1792.95,1746.19,1766.9455087412935,1746.19,1878.5855324019642,1613.794467598036,93.93294475586289,86.82852012262359,2291033492.850004,196.1500000000001,6694.495848173192
TITAN,1892.3,1662.5,1755.0,1876.8,1774.01,44835233,935.0,1792.95,1779.48,1803.5637573687056,1779.48,1946.0990955442971,1612.860904455703,96.55779108610733,93.706711909218,1744090563.6999938,212.97500000000002,4311.770834334697
TITAN,1895.0,1662.5,1724.0,1822.55,1786.18,44082149,941.8,1792.95,1809.7099999999998,1809.8925146917506,1809.7099999999998,1925.3231350669103,1694.0968649330894,43.75627384501016,87.80162712976765,-2391456583.25,231.14999999999998,4667.782289220867
TITAN,2039.9,1662.5,1694.35,2033.9,1823.86,47819462,986.0,1792.95,1871.78,1884.5617533811032,1871.78,2063.979331424435,1679.580668575565,89.30891111710214,87.7538301933934,10106643293.700006,304.95000000000005,28945.44853387299
TITAN,2067.0,1700.0,1700.9,2055.7,1848.74,47093783,1028.55,1792.95,1925.3700000000001,1941.6078747644813,1925.3700000000001,2147.5110993040234,1703.2289006959768,90.83945259668481,87.63251118635365,1026644469.3999871,372.20000000000005,41175.068604914544
TITAN,2150.0,1725.0,1728.0,2085.85,1900.12,46522316,1043.0,1792.95,1974.9599999999998,1989.68860518965,1974.9599999999998,2209.8081573272398,1740.1118426727598,93.4379552735936,87.41482741825743,1402647827.4000041,396.0,37251.213523178245
